Name,Team,Position,Nationality,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work rate,Bofy type,Release cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
S. Griesbeck,1. FC Union Berlin,CDM,Germany,72,72,2000000,20000,29,German 1. Bundesliga,Right,Medium/High,Normal (185+),4900000,52,39,67,69,41,57,40,41,67,53,54,68,53,68,52,60,55,86,83,53,84,71,46,55,46,65,75,73,75,7,12,12,11,13
M. Bülter,1. FC Union Berlin,"LW, CF",Germany,73,73,3200000,26000,27,German 1. Bundesliga,Right,Medium/High,Normal (185+),7600000,71,74,58,69,68,75,70,45,62,73,77,80,72,68,72,80,44,74,78,70,65,39,72,65,55,68,55,48,39,7,7,6,14,13
K. Mavropanos,VfB Stuttgart,CB,Greece,73,84,6500000,42000,22,German 1. Bundesliga,Right,Medium/High,Normal (185+),,37,30,71,62,30,43,32,37,51,52,69,79,54,69,36,45,68,61,86,26,80,71,30,37,42,55,74,75,76,12,11,11,10,7
E. Löwen,FC Augsburg,"CM, CDM",Germany,73,79,4800000,28000,23,German 1. Bundesliga,Right,Medium/High,Stocky (185+),,61,52,70,77,47,70,64,75,68,74,54,59,55,74,61,88,62,87,90,69,82,66,66,73,36,63,71,73,65,5,10,5,12,13
M. Ga?inovi?,TSG Hoffenheim,"CAM, CM",Serbia,73,78,4500000,25000,25,German 1. Bundesliga,Right,Medium/High,Lean (170-185),9800000,69,53,47,74,64,80,60,51,72,79,78,73,87,76,83,67,64,79,53,70,68,70,67,71,62,64,63,64,65,8,11,13,8,14
P. Retsos,Bayer 04 Leverkusen,"CB, RB, LB",Greece,74,82,9000000,29000,21,German 1. Bundesliga,Right,Medium/High,Lean (185+),14300000,57,26,70,77,26,46,31,29,62,66,64,71,67,72,54,60,74,67,74,33,69,75,37,42,33,73,72,79,73,14,9,11,6,7
M. Prietl,DSC Arminia Bielefeld,"CDM, CM, CB",Austria,74,74,3700000,21000,28,German 1. Bundesliga,Right,Medium/High,Lean (185+),9000000,46,49,58,74,35,64,47,42,65,72,63,66,63,71,63,53,53,92,76,56,77,73,57,65,44,71,74,73,72,12,12,10,8,13
O. Duda,1. FC Köln,"CAM, CM",Slovakia,75,79,8000000,24000,25,German 1. Bundesliga,Right,Medium/High,Lean (170-185),15900000,64,76,52,76,71,80,77,77,69,80,70,66,76,73,75,76,70,73,55,68,57,29,75,75,59,81,63,62,51,15,12,14,16,10
S. Ascacíbar,Hertha BSC,"CDM, CM",Argentina,76,82,11000000,31000,23,German 1. Bundesliga,Right,Medium/High,Normal (170-),18100000,51,36,47,70,47,65,47,41,67,66,74,52,80,74,88,53,83,89,61,64,90,83,31,60,48,65,80,80,78,6,10,5,14,9
L. Tousart,Hertha BSC,"CDM, CM",France,76,81,10500000,31000,23,German 1. Bundesliga,Right,Medium/High,Normal (185+),16900000,56,42,76,77,43,58,36,45,68,65,62,57,59,69,66,79,82,85,82,58,81,82,57,58,48,66,77,80,74,11,15,16,10,15
N. Petersen,Sport-Club Freiburg,ST,Germany,76,76,6500000,27000,31,German 1. Bundesliga,Right,Medium/High,Normal (185+),12600000,58,81,82,64,83,62,57,45,49,69,53,55,62,82,57,79,65,80,76,71,60,39,82,61,77,81,46,42,21,11,7,15,13,7
E. Skhiri,1. FC Köln,"CDM, CM",Tunisia,77,80,12500000,25000,25,German 1. Bundesliga,Right,Medium/High,Lean (185+),18800000,71,62,73,77,60,74,72,55,74,75,62,55,74,71,64,78,76,84,69,79,69,85,56,67,58,69,78,76,73,15,14,8,14,14
D. Boyata,Hertha BSC,CB,Belgium,77,77,9000000,41000,29,German 1. Bundesliga,Right,Medium/High,Normal (185+),12800000,46,20,80,72,36,53,34,13,61,58,68,73,64,64,62,55,86,74,88,25,80,76,39,32,13,66,72,80,83,11,8,13,13,8
E. Tapsoba,Bayer 04 Leverkusen,CB,Burkina Faso,78,88,29500000,38000,21,German 1. Bundesliga,Right,Medium/High,Lean (185+),29500000,39,54,77,80,33,61,46,32,74,62,71,76,65,77,62,74,75,74,79,30,82,76,27,59,77,76,78,81,76,5,10,13,7,15
I. Konaté,RB Leipzig,CB,France,78,88,29500000,33000,21,German 1. Bundesliga,Right,Medium/High,Normal (185+),29500000,38,29,77,75,28,69,32,27,69,69,68,79,65,71,55,45,74,68,83,31,77,78,37,51,41,74,76,85,79,9,7,9,9,15
Y. Poulsen,RB Leipzig,ST,Denmark,78,80,17500000,54000,26,German 1. Bundesliga,Right,Medium/High,Lean (185+),22200000,68,76,85,73,75,75,70,42,53,75,80,82,73,80,54,73,83,86,78,58,83,51,81,69,58,72,55,58,32,6,11,15,14,8
J. Guilavogui,VfL Wolfsburg,"CDM, CM, CB",France,78,78,12000000,44000,29,German 1. Bundesliga,Right,Medium/High,Normal (185+),15300000,52,49,83,76,49,63,42,53,75,72,64,73,53,78,50,78,75,74,80,66,80,83,61,65,50,75,81,79,81,14,8,14,10,15
P. Herrmann,Borussia Mönchengladbach,"RW, RM",Germany,78,78,14000000,44000,29,German 1. Bundesliga,Right,Medium/High,Lean (170-185),17000000,78,76,54,77,70,79,74,63,66,78,78,69,77,80,74,76,66,69,57,75,58,29,79,80,62,69,28,26,54,14,13,8,8,7
W. Orban,RB Leipzig,CB,Hungary,79,81,18500000,50000,27,German 1. Bundesliga,Right,Medium/High,Normal (185+),23100000,39,38,84,69,31,52,28,32,58,57,50,49,48,74,56,37,90,68,85,29,79,80,40,44,41,72,80,83,78,15,12,15,10,6
S. Sané,FC Schalke 04,"CB, CDM",Senegal,79,79,14500000,32000,29,German 1. Bundesliga,Right,Medium/High,Lean (185+),17900000,57,37,89,72,26,62,33,58,72,69,53,66,54,77,35,77,47,69,91,55,80,79,48,62,43,73,75,85,77,14,7,10,13,16
B. Pavard,FC Bayern München,"RB, CB",France,81,85,34500000,65000,24,German 1. Bundesliga,Right,Medium/High,Lean (185+),35400000,77,43,82,78,70,68,63,51,79,77,68,69,66,80,66,71,86,79,75,53,73,84,58,66,51,78,81,79,81,9,7,15,7,15
S. Bender,Bayer 04 Leverkusen,"CB, CDM",Germany,81,81,17500000,66000,31,German 1. Bundesliga,Right,Medium/High,Lean (185+),22100000,43,39,78,78,59,58,33,30,70,60,62,69,63,80,61,73,76,75,76,62,83,85,50,65,34,81,85,84,83,13,7,8,14,15
K. Laimer,RB Leipzig,"CDM, CM, RB",Austria,82,86,40000000,53000,23,German 1. Bundesliga,Right,Medium/High,Lean (170-185),46200000,78,69,69,84,60,79,70,47,79,79,83,86,76,79,74,72,73,89,69,68,85,84,71,77,54,79,83,79,75,9,12,12,13,12
E. Can,Borussia Dortmund,"CM, CDM",Germany,82,84,37500000,72000,26,German 1. Bundesliga,Right,Medium/High,Stocky (185+),47000000,71,76,81,84,71,82,77,64,83,79,66,81,73,81,75,85,87,88,86,81,88,84,78,79,60,83,82,86,80,14,8,8,13,11
L. Bender,Bayer 04 Leverkusen,"RB, CDM, CM",Germany,82,82,22000000,72000,31,German 1. Bundesliga,Right,Medium/High,Lean (185+),27200000,71,58,78,78,57,71,49,47,74,76,62,59,64,85,64,74,75,77,76,71,78,85,69,75,52,83,87,84,83,12,6,7,12,7
João Queirós,1. FC Köln,CB,Portugal,64,72,1200000,5000,22,German 1. Bundesliga,Left,Medium/High,Normal (185+),1200000,42,28,62,58,35,38,44,28,54,46,49,52,48,55,51,48,60,63,79,32,65,65,27,42,46,56,65,66,61,6,6,7,8,6
K. Rekik,Hertha BSC,CB,Netherlands,75,79,7000000,33000,25,German 1. Bundesliga,Left,Medium/High,Normal (185+),13300000,40,33,76,70,35,57,35,35,68,66,64,73,65,72,63,60,77,69,78,31,83,72,41,59,41,71,73,77,80,9,9,14,14,9
J. Brooks,VfL Wolfsburg,CB,United States,76,79,8500000,37000,27,German 1. Bundesliga,Left,Medium/High,Normal (185+),15100000,36,39,82,72,32,65,30,28,74,64,63,79,56,73,51,50,72,61,83,29,75,76,40,57,45,81,75,78,75,8,7,10,9,10
D. Zagadou,Borussia Dortmund,CB,France,79,86,33000000,38000,21,German 1. Bundesliga,Left,Medium/High,Stocky (185+),30400000,46,26,79,75,25,51,37,25,74,52,51,65,39,74,34,66,64,66,92,25,76,77,31,59,30,78,78,87,80,9,13,5,14,14
M. Awoudja,VfB Stuttgart,CB,Germany,61,71,700000,3000,22,German 1. Bundesliga,Right,High/Medium,Normal (185+),750000,29,31,70,61,38,34,28,32,55,43,55,64,55,51,54,46,77,64,77,27,60,54,30,47,42,49,52,62,64,8,7,9,5,8
S. Schipplock,DSC Arminia Bielefeld,ST,Germany,66,66,725000,8000,31,German 1. Bundesliga,Right,High/Medium,Normal (185+),1000000,62,61,69,63,70,61,53,47,40,64,66,69,62,67,52,74,76,60,80,59,79,42,65,58,59,62,40,30,27,8,7,9,7,6
J. Sargent,SV Werder Bremen,"ST, RW",United States,69,82,3400000,10000,20,German 1. Bundesliga,Right,High/Medium,Normal (185+),4700000,54,72,64,65,62,68,62,56,51,69,78,79,76,69,68,69,64,73,64,61,64,43,70,59,57,67,30,35,33,8,7,9,8,9
Reinier,Borussia Dortmund,"CF, CAM",Brazil,71,87,4800000,30000,18,German 1. Bundesliga,Right,High/Medium,Normal (185+),,58,68,59,67,70,77,72,55,57,74,84,80,78,68,69,72,54,69,67,64,60,31,68,70,67,74,42,47,40,13,8,13,5,11
K. Adams Nuhu,TSG Hoffenheim,CB,Ghana,71,74,2200000,18000,25,German 1. Bundesliga,Right,High/Medium,Normal (185+),4800000,42,36,71,66,59,53,45,31,68,59,62,67,62,65,41,67,84,66,90,29,77,66,32,46,49,70,64,75,69,10,10,16,7,12
M. Harnik,SV Werder Bremen,"ST, RW",Austria,71,71,1200000,18000,33,German 1. Bundesliga,Right,High/Medium,Normal (185+),2600000,68,70,76,70,70,70,71,52,69,69,66,63,67,70,64,76,90,75,75,64,72,39,72,66,72,75,54,32,42,15,10,12,6,14
P. Mwene,1. FSV Mainz 05,"RB, RM, RWB",Austria,72,74,2700000,18000,26,German 1. Bundesliga,Right,High/Medium,Normal (170-),6200000,73,44,39,68,34,69,53,46,53,69,83,71,83,65,91,50,72,84,52,39,59,67,57,48,42,64,67,64,74,12,9,11,9,7
R. Andrich,1. FC Union Berlin,"CM, CDM",Germany,72,75,3100000,20000,25,German 1. Bundesliga,Right,High/Medium,Normal (185+),7100000,69,56,69,76,45,69,76,75,73,73,64,55,59,72,57,78,81,77,78,68,75,72,67,68,58,69,65,70,68,7,9,10,13,15
D. Selke,SV Werder Bremen,ST,Germany,73,77,4300000,34000,25,German 1. Bundesliga,Right,High/Medium,Lean (185+),,40,73,77,67,76,71,65,29,44,70,68,74,65,74,63,76,70,74,76,65,81,29,76,57,65,66,52,39,20,12,11,7,11,14
K. Onisiwo,1. FSV Mainz 05,"ST, RM, LM",Austria,74,74,4300000,27000,28,German 1. Bundesliga,Right,High/Medium,Normal (185+),10800000,71,73,66,64,69,77,69,56,63,74,75,75,66,74,64,80,55,74,80,62,75,49,76,66,44,71,58,53,60,11,11,10,10,16
M. Lang,Borussia Mönchengladbach,"RB, RM",Switzerland,74,74,3700000,29000,29,German 1. Bundesliga,Right,High/Medium,Normal (185+),7800000,71,68,78,73,65,63,45,55,73,73,62,55,64,67,57,71,81,75,77,66,69,73,67,55,59,71,74,77,76,12,8,9,10,11
C. Trimmel,1. FC Union Berlin,"RB, RM",Austria,75,75,2900000,25000,33,German 1. Bundesliga,Right,High/Medium,Normal (185+),5400000,85,60,70,68,56,69,72,62,66,68,65,73,62,72,55,64,54,85,80,56,75,70,65,65,59,69,72,75,69,16,8,6,8,15
M. Wolf,Borussia Dortmund,"RM, RB",Germany,76,79,10000000,45000,25,German 1. Bundesliga,Right,High/Medium,Lean (185+),16900000,75,72,69,75,62,77,69,71,61,77,77,81,67,75,65,75,61,84,74,67,72,69,73,72,52,76,67,67,67,12,15,7,16,8
N. Stark,Hertha BSC,"CB, CDM",Germany,76,81,10000000,35000,25,German 1. Bundesliga,Right,High/Medium,Normal (185+),16000000,52,50,80,74,48,70,43,35,67,69,78,73,68,73,62,63,66,70,79,55,74,75,52,70,39,68,76,78,76,7,15,10,15,13
S. Andersson,1. FC Köln,ST,Sweden,76,76,7500000,30000,28,German 1. Bundesliga,Right,High/Medium,Normal (185+),14400000,32,80,83,72,74,69,39,42,39,74,62,64,61,75,55,77,72,76,80,66,72,25,79,62,65,70,21,30,24,10,9,14,15,6
N. Füllkrug,SV Werder Bremen,ST,Germany,76,77,9000000,29000,27,German 1. Bundesliga,Right,High/Medium,Normal (185+),16000000,63,79,80,67,71,70,69,69,48,74,61,67,60,75,52,79,67,63,81,72,67,24,82,61,77,72,47,30,17,15,9,10,13,9
J. Gouweleeuw,FC Augsburg,CB,Netherlands,76,76,6500000,26000,28,German 1. Bundesliga,Right,High/Medium,Normal (185+),12600000,60,46,71,68,49,60,45,36,80,66,68,73,65,76,64,72,68,68,78,77,77,81,61,71,42,74,80,79,76,13,7,16,13,7
D. Ginczek,VfL Wolfsburg,"ST, RW",Germany,76,76,7500000,45000,29,German 1. Bundesliga,Right,High/Medium,Stocky (185+),12800000,31,78,75,64,78,69,49,58,37,70,54,82,54,76,53,85,64,53,90,66,80,29,78,58,76,71,30,45,19,13,6,15,7,15
I. Belfodil,TSG Hoffenheim,ST,Algeria,77,77,11000000,39000,28,German 1. Bundesliga,Right,High/Medium,Lean (185+),15300000,65,80,77,72,72,83,74,68,62,79,67,71,66,71,53,82,72,64,78,67,82,29,77,72,67,72,30,39,15,6,12,7,13,14
K. Vogt,TSG Hoffenheim,"CB, CDM",Germany,77,77,9000000,33000,28,German 1. Bundesliga,Right,High/Medium,Normal (185+),13600000,63,50,77,80,51,67,50,62,82,73,66,73,59,76,46,78,54,70,83,57,75,79,55,67,53,80,75,77,76,6,13,8,7,14
J. Córdoba,Hertha BSC,ST,Colombia,78,79,16500000,50000,27,German 1. Bundesliga,Right,High/Medium,Stocky (185+),21300000,55,79,72,67,76,75,60,54,54,72,79,78,67,79,77,88,84,76,90,69,92,48,78,62,69,76,42,39,31,12,13,13,7,8
M. Thuram,Borussia Mönchengladbach,"LW, ST",France,80,86,34000000,43000,22,German 1. Bundesliga,Right,High/Medium,Normal (185+),39000000,74,82,75,74,70,85,66,30,59,79,79,88,74,79,54,83,68,79,86,75,53,45,80,76,70,74,43,49,37,11,13,14,9,15
T. Meunier,Borussia Dortmund,"RB, RM",Belgium,81,81,23500000,64000,28,German 1. Bundesliga,Right,High/Medium,Normal (185+),25500000,81,70,75,80,77,75,74,56,74,79,73,80,63,80,47,77,72,92,85,77,73,76,78,71,65,77,75,79,77,8,13,15,6,9
J. Brandt,Borussia Dortmund,"CAM, CM",Germany,84,88,60500000,75000,24,German 1. Bundesliga,Right,High/Medium,Normal (185+),71900000,81,77,54,84,79,88,77,65,85,86,77,85,84,83,83,81,64,80,71,80,38,47,80,85,54,84,48,55,57,11,16,11,8,9
L. Goretzka,FC Bayern München,"CM, CDM",Germany,84,88,58500000,105000,25,German 1. Bundesliga,Right,High/Medium,Unique,68100000,75,79,82,84,69,82,76,75,79,85,81,76,76,87,70,79,78,83,88,82,81,79,83,82,60,82,74,79,75,13,8,15,11,9
S. Gnabry,FC Bayern München,"RM, LM, RW",Germany,85,87,70000000,100000,24,German 1. Bundesliga,Right,High/Medium,Unique,81900000,79,85,42,79,83,87,74,62,74,83,90,76,86,85,88,86,65,78,69,81,63,38,85,83,68,80,45,44,43,14,10,10,9,7
M. Reus,Borussia Dortmund,"CAM, CF",Germany,85,85,44500000,95000,31,German 1. Bundesliga,Right,High/Medium,Unique,57800000,85,86,44,85,89,85,88,86,76,87,82,78,83,85,82,87,70,67,66,83,51,48,86,84,91,85,50,37,45,12,12,13,13,11
R. Lewandowski,FC Bayern München,ST,Poland,91,91,111000000,240000,31,German 1. Bundesliga,Right,High/Medium,Unique,132000000,71,94,85,84,89,85,79,85,70,88,77,78,77,93,82,89,84,76,86,85,81,49,94,79,88,88,35,42,19,15,6,12,8,10
P. Nebel,1. FSV Mainz 05,"RW, LW, CAM",Germany,62,83,1200000,1000,17,German 1. Bundesliga,Left,High/Medium,Normal (170-),1800000,55,62,39,58,50,69,49,46,50,70,69,72,79,47,85,63,55,53,49,50,37,21,52,60,60,57,23,32,27,11,9,10,6,9
A. Poulsen,Borussia Mönchengladbach,"LB, LWB, LM",Denmark,65,76,1500000,6000,20,German 1. Bundesliga,Left,High/Medium,Lean (185+),1600000,65,43,54,62,33,64,54,30,55,67,70,67,66,61,55,48,55,69,76,43,63,62,61,50,35,64,62,64,59,11,9,8,6,11
B. Sosa,VfB Stuttgart,LB,Croatia,69,76,2700000,9000,22,German 1. Bundesliga,Left,High/Medium,Normal (185+),2600000,75,36,64,72,35,71,65,29,63,71,77,69,73,70,68,51,64,68,69,35,59,62,41,58,31,52,61,64,63,10,6,6,8,9
M. Ingvartsen,1. FC Union Berlin,"ST, CAM",Denmark,69,73,2000000,13000,24,German 1. Bundesliga,Left,High/Medium,Normal (185+),2600000,59,75,68,59,71,64,75,45,52,68,66,55,66,67,72,76,67,82,75,71,40,24,67,70,63,66,32,30,24,12,13,10,14,7
J. Schieber,FC Augsburg,ST,Germany,71,71,1600000,18000,31,German 1. Bundesliga,Left,High/Medium,Stocky (185+),3800000,60,72,75,66,70,64,58,58,49,69,52,50,52,71,51,83,79,32,80,69,77,21,72,50,72,68,29,26,19,8,12,16,12,7
J. Torunarigha,Hertha BSC,"CB, LB",Germany,75,85,12000000,30000,22,German 1. Bundesliga,Left,High/Medium,Lean (185+),19000000,58,33,80,69,22,65,34,25,75,60,72,75,62,61,66,42,75,73,78,25,67,78,50,70,42,70,73,80,75,5,7,13,5,11
R. Skov,TSG Hoffenheim,"LWB, RM, LB",Denmark,75,81,8500000,24000,24,German 1. Bundesliga,Left,High/Medium,Normal (185+),15200000,86,72,52,74,73,77,87,89,69,75,78,79,76,74,74,88,49,77,69,82,75,60,73,72,74,73,65,69,65,15,16,15,13,11
B. Oczipka,FC Schalke 04,"LB, CB",Germany,75,75,4100000,23000,31,German 1. Bundesliga,Left,High/Medium,Normal (185+),8200000,79,50,68,74,47,72,61,70,71,72,65,66,64,73,62,75,71,76,77,64,75,71,64,67,70,73,75,77,76,12,14,7,6,10
R. Steffen,VfL Wolfsburg,RM,Switzerland,78,78,14000000,48000,28,German 1. Bundesliga,Left,High/Medium,Normal (170-),17900000,76,75,70,77,77,79,79,72,67,78,86,73,90,78,91,77,87,76,57,75,67,38,75,73,55,75,54,39,52,16,13,12,8,6
C. Günter,Sport-Club Freiburg,"LB, LM, LWB",Germany,78,78,13500000,25000,27,German 1. Bundesliga,Left,High/Medium,Stocky (185+),16200000,82,48,60,69,39,72,75,68,64,68,76,90,64,75,64,72,53,85,82,53,84,74,65,56,44,69,72,76,74,9,15,9,8,14
M. Hinteregger,Eintracht Frankfurt,CB,Austria,80,82,22500000,33000,27,German 1. Bundesliga,Left,High/Medium,Normal (185+),27500000,53,65,84,67,64,54,58,63,81,65,65,75,64,76,63,83,86,76,84,71,82,77,67,65,61,74,80,84,83,14,14,9,13,10
M. Diaby,Bayer 04 Leverkusen,LM,France,81,88,51000000,54000,20,German 1. Bundesliga,Left,High/Medium,Normal (170-),47500000,74,71,28,79,63,87,66,41,73,80,96,90,90,76,92,73,62,69,44,54,54,48,74,77,42,75,46,39,46,8,9,8,8,14
A. Davies,FC Bayern München,"LB, LM, RM",Canada,81,89,53000000,40000,19,German 1. Bundesliga,Left,High/Medium,Unique,41600000,73,67,64,77,59,85,67,44,58,79,96,96,85,79,82,71,77,79,74,63,77,76,75,68,60,74,77,77,79,11,11,6,5,14
M. Halstenberg,RB Leipzig,"LB, CB, LWB",Germany,82,82,27500000,65000,28,German 1. Bundesliga,Left,High/Medium,Normal (185+),32300000,82,59,81,77,60,71,77,75,64,75,67,66,65,80,61,79,85,83,79,69,77,78,63,64,73,74,82,82,76,9,15,14,10,16
L. Sané,FC Bayern München,LM,Germany,85,90,81500000,100000,24,German 1. Bundesliga,Left,High/Medium,Unique,88800000,83,81,72,81,85,88,83,82,64,85,91,95,84,79,78,87,64,70,69,78,61,34,84,82,71,80,36,32,35,8,12,9,9,14
N. Taitague,FC Schalke 04,"CAM, RW",United States,60,73,600000,3000,21,German 1. Bundesliga,Right,High/Medium,Lean (170-185),930000,61,48,53,67,55,65,57,52,65,63,68,64,62,55,78,57,50,34,34,63,42,33,44,60,57,61,35,35,27,12,8,13,10,7
J. Italiano,Borussia Mönchengladbach,"LM, RM",Australia,61,82,1000000,2000,18,German 1. Bundesliga,Right,High/Medium,Lean (170-185),1600000,55,53,36,60,50,68,63,48,56,66,77,72,79,44,77,68,64,55,42,51,38,22,49,48,50,55,20,38,30,7,7,9,10,5
Mateu Morey,Borussia Dortmund,RB,Spain,66,82,2200000,9000,20,German 1. Bundesliga,Right,High/Medium,Lean (170-185),3000000,64,49,33,69,37,71,57,40,54,70,77,74,84,65,87,48,63,67,43,32,52,59,61,59,38,59,58,62,64,6,13,7,7,5
J. Bellingham,Borussia Dortmund,"CM, LM, RM",England,69,88,3500000,3000,17,German 1. Bundesliga,Right,High/Medium,Lean (170-185),4900000,58,68,42,71,58,74,56,45,66,73,78,77,74,70,71,63,56,73,66,64,58,61,67,63,56,68,43,67,51,14,11,10,5,8
R. Matondo,FC Schalke 04,"LM, ST, RM",Wales,70,85,3800000,8000,19,German 1. Bundesliga,Right,High/Medium,Lean (170-185),8800000,65,64,47,67,57,74,71,67,56,70,93,94,82,59,76,52,71,57,48,52,38,27,59,61,40,50,33,46,34,8,5,6,12,13
F. Agu,SV Werder Bremen,"LB, RB, LM",Germany,70,83,3700000,10000,20,German 1. Bundesliga,Right,High/Medium,Lean (170-185),7200000,64,46,67,66,47,75,61,31,40,68,90,85,90,70,85,41,81,78,45,51,65,64,59,65,40,60,60,58,62,11,15,10,12,10
B. Schmitz,1. FC Köln,"RB, CB",Germany,71,74,2300000,15000,25,German 1. Bundesliga,Right,High/Medium,Lean (170-185),4900000,67,35,62,70,42,61,68,58,53,65,69,70,66,70,64,71,67,68,72,64,68,70,63,57,32,67,69,70,69,10,14,12,13,13
E. Durm,Eintracht Frankfurt,"LB, RB, RM",Germany,73,73,2800000,21000,28,German 1. Bundesliga,Right,High/Medium,Lean (170-185),5800000,71,50,62,69,43,65,60,35,58,71,76,73,69,71,66,66,74,76,66,44,65,70,67,60,55,69,70,71,73,12,14,8,15,11
A. Lookman,RB Leipzig,"RM, LM, ST",England,74,83,9500000,34000,22,German 1. Bundesliga,Right,High/Medium,Lean (170-185),16200000,70,72,48,72,60,81,67,51,44,78,85,79,90,68,86,77,64,66,54,70,64,32,74,70,62,74,23,23,24,12,12,9,15,6
J. St. Juste,1. FSV Mainz 05,"CB, RB, CDM",Netherlands,74,79,6000000,19000,23,German 1. Bundesliga,Right,High/Medium,Lean (170-185),13100000,64,59,68,75,48,75,33,37,71,71,81,88,77,70,66,66,90,76,71,47,69,78,64,60,59,68,76,76,67,12,14,9,13,11
J. Brenet,TSG Hoffenheim,"LB, RB, RWB",Netherlands,74,76,4800000,26000,26,German 1. Bundesliga,Right,High/Medium,Lean (170-185),10700000,70,36,65,68,35,74,30,31,61,69,86,84,69,71,69,30,59,74,66,31,71,70,58,56,56,62,70,70,75,16,11,13,10,9
D. Brosinski,1. FSV Mainz 05,"RB, LB",Germany,75,75,4100000,23000,31,German 1. Bundesliga,Right,High/Medium,Lean (170-185),8600000,78,54,66,70,59,71,80,80,64,69,76,76,75,75,74,66,76,77,62,63,72,67,67,65,87,68,76,72,77,9,11,16,14,6
D. Kamada,Eintracht Frankfurt,"CAM, CF, ST",Japan,76,80,11000000,23000,23,German 1. Bundesliga,Right,High/Medium,Lean (170-185),17800000,74,71,53,76,60,84,73,68,65,80,83,69,81,72,80,74,68,70,59,65,55,28,75,74,71,80,30,42,34,6,10,11,6,11
M. Weiser,Bayer 04 Leverkusen,"RB, RM",Germany,76,77,8000000,47000,26,German 1. Bundesliga,Right,High/Medium,Lean (170-185),14200000,75,63,66,78,59,83,69,52,67,81,77,65,84,77,79,58,67,76,64,61,69,74,74,79,58,80,71,73,72,13,15,10,13,9
A. Harit,FC Schalke 04,"CAM, CM, LM",Morocco,77,83,16500000,25000,23,German 1. Bundesliga,Right,High/Medium,Lean (170-185),22800000,64,71,46,77,63,85,67,54,72,83,84,63,87,77,81,54,48,73,37,65,46,39,68,73,68,67,48,50,32,15,13,10,13,6
Dani Olmo,RB Leipzig,"CAM, LM, RM",Spain,79,87,39500000,48000,22,German 1. Bundesliga,Right,High/Medium,Lean (170-185),35200000,77,75,43,78,76,83,72,75,77,83,77,60,80,76,86,79,55,79,54,76,51,57,80,78,66,82,50,50,44,15,15,13,12,11
J. Kimmich,FC Bayern München,"CDM, RB",Germany,88,90,103000000,145000,25,German 1. Bundesliga,Right,High/Medium,Lean (170-185),112100000,91,66,72,87,67,83,85,61,86,85,77,66,84,88,84,78,79,95,67,84,89,82,80,84,44,85,82,84,79,8,15,7,15,15
A. Lucoqui,DSC Arminia Bielefeld,"LB, LM",Germany,67,76,2200000,7000,22,German 1. Bundesliga,Left,High/Medium,Lean (170-185),2200000,68,32,56,68,37,67,48,35,61,63,76,77,75,64,74,59,67,74,67,52,75,60,63,54,38,58,59,65,61,10,9,7,9,12
L. Itter,Sport-Club Freiburg,LB,Germany,68,79,2600000,6000,21,German 1. Bundesliga,Left,High/Medium,Lean (170-185),2800000,68,40,65,69,31,70,63,49,63,68,69,68,68,60,65,63,69,67,58,37,58,64,57,49,41,58,67,68,64,10,14,13,7,12
R. Vargas,FC Augsburg,"LM, RM",Switzerland,74,83,9500000,18000,21,German 1. Bundesliga,Left,High/Medium,Lean (170-185),17000000,68,68,66,67,62,76,59,48,65,76,88,83,91,71,90,69,82,78,62,67,49,48,68,64,62,61,59,51,45,12,7,5,6,11
Ailton,VfB Stuttgart,LB,Brazil,74,79,6000000,19000,25,German 1. Bundesliga,Left,High/Medium,Lean (170-185),12200000,68,48,64,66,58,75,71,64,55,74,86,84,78,70,67,76,74,77,67,68,85,72,66,58,46,70,68,73,71,9,9,8,15,8
Iago,FC Augsburg,LB,Brazil,75,81,8500000,20000,23,German 1. Bundesliga,Left,High/Medium,Lean (170-185),16000000,74,54,68,72,37,72,65,35,69,71,75,80,75,69,69,63,65,76,69,54,72,73,67,65,46,74,69,73,72,7,8,15,12,13
Aarón,1. FSV Mainz 05,LB,Spain,75,78,7000000,20000,23,German 1. Bundesliga,Left,High/Medium,Lean (170-185),14100000,80,36,63,75,40,74,77,54,67,76,74,61,76,75,73,64,61,77,60,55,60,78,63,63,43,74,71,71,73,11,14,10,12,12
I. Traoré,Borussia Mönchengladbach,RM,Guinea,75,75,4500000,32000,32,German 1. Bundesliga,Left,High/Medium,Lean (170-185),8500000,75,64,44,73,74,84,85,74,69,78,77,65,88,74,91,79,71,55,39,73,51,41,73,73,56,74,48,44,40,6,6,11,8,7
M. Mittelstädt,Hertha BSC,"LB, LM",Germany,76,82,11000000,31000,23,German 1. Bundesliga,Left,High/Medium,Lean (170-185),18100000,78,62,69,74,41,76,72,35,70,77,79,78,77,75,78,70,84,73,59,70,64,79,65,60,37,62,69,75,67,13,10,7,13,13
