Name,Team,Position,Nationality,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work rate,Bofy type,Release cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
J. Harper,Getafe CF,"ST, CAM, RM",Scotland,70,75,2400000,14000,24,Spain Primera Division,Left,High/High,Normal (185+),5200000,60,74,62,65,63,69,54,52,54,71,76,76,71,65,63,73,67,75,68,64,56,29,73,57,68,60,31,27,24,13,8,10,10,14
Deyverson,Deportivo Alavés,ST,Brazil,74,74,4200000,23000,29,Spain Primera Division,Left,High/High,Lean (185+),11600000,57,75,78,60,71,70,48,31,46,73,70,74,70,77,49,74,82,68,73,63,84,34,77,55,64,67,38,39,36,7,15,11,9,11
Kenedy,Granada CF,LM,Brazil,76,79,10000000,61000,24,Spain Primera Division,Left,High/High,Lean (170-185),,77,64,66,72,55,82,77,54,65,79,76,76,78,72,69,75,68,67,67,67,51,56,74,73,67,75,57,57,52,11,15,11,15,12
Óscar Plano,Real Valladolid CF,"RM, LM, ST",Spain,76,76,7500000,21000,29,Spain Primera Division,Left,High/High,Normal (170-185),15800000,75,68,62,75,58,74,80,63,68,76,79,89,80,73,79,78,61,77,62,72,75,60,66,75,66,72,45,58,45,8,14,16,8,13
Córdoba,Athletic Club de Bilbao,LW,Spain,77,83,16500000,23000,23,Spain Primera Division,Left,High/High,Lean (170-185),27600000,75,70,51,74,65,81,74,38,65,78,85,81,82,74,78,70,66,73,66,73,71,52,72,73,71,75,72,68,69,13,8,12,13,8
Y. En-Nesyri,Sevilla FC,ST,Morocco,78,83,21500000,27000,23,Spain Primera Division,Left,High/High,Lean (185+),30500000,48,84,80,63,70,82,63,47,46,75,72,80,67,77,50,75,80,76,75,69,76,31,79,52,67,72,27,31,27,13,9,14,9,13
E. Ávila,CA Osasuna,"ST, RM",Argentina,79,82,23000000,40000,26,Spain Primera Division,Left,High/High,Stocky (170-185),34800000,59,82,74,71,79,79,58,57,62,77,79,84,74,78,86,85,74,78,84,76,87,38,77,68,72,72,51,46,41,11,6,6,10,14
Jaume Costa,Villarreal CF,LB,Spain,79,79,12000000,34000,32,Spain Primera Division,Left,High/High,Lean (170-185),16800000,81,57,70,79,38,70,67,59,67,80,76,74,72,70,75,75,71,65,67,64,85,80,66,57,56,69,79,78,79,10,11,16,10,14
F. Mendy,Real Madrid CF,LB,France,83,88,49500000,160000,25,Spain Primera Division,Left,High/High,Unique,64800000,78,63,72,80,50,80,72,35,78,78,91,92,80,82,78,69,78,88,79,64,82,79,80,75,49,78,77,81,80,7,16,9,10,9
M. Acuña,Sevilla FC,"LB, LM",Argentina,83,83,33000000,41000,28,Spain Primera Division,Left,High/High,Stocky (170-185),46200000,87,66,57,81,68,87,88,75,78,87,77,75,82,83,90,82,63,90,80,81,84,78,81,82,76,87,79,82,79,8,14,13,13,14
Saúl,Atlético de Madrid,"CM, LM, LB",Spain,84,87,55500000,78000,25,Spain Primera Division,Left,High/High,Lean (170-185),81800000,69,78,83,85,76,81,73,60,83,85,67,69,73,84,69,82,80,87,77,81,76,79,82,83,68,83,77,78,77,7,13,12,10,9
Iago Aspas,RC Celta de Vigo,"ST, RW",Spain,84,84,34000000,46000,32,Spain Primera Division,Left,High/High,Lean (170-185),52500000,80,89,77,79,83,87,79,80,68,86,78,86,90,84,72,79,66,69,60,81,63,39,84,79,82,85,39,21,18,12,16,9,12,13
Endika,CA Osasuna,LB,Spain,63,70,925000,5000,23,Spain Primera Division,Left,Medium/High,Normal (170-185),1000000,57,35,59,56,34,55,46,41,44,54,68,64,54,63,68,35,56,71,69,37,68,60,42,43,41,44,55,61,63,13,9,9,5,8
Juan Cruz,CA Osasuna,"LB, LWB",Spain,69,69,1300000,13000,27,Spain Primera Division,Left,Medium/High,Normal (170-185),1900000,67,34,61,63,30,58,59,31,58,64,74,72,70,64,59,57,69,74,71,39,65,65,35,45,48,50,67,65,66,14,11,7,11,14
Bigas,SD Eibar,"CB, LB",Spain,72,72,2000000,18000,29,Spain Primera Division,Left,Medium/High,Normal (170-185),5500000,68,49,71,72,44,55,46,43,60,66,66,66,62,69,64,62,74,66,71,47,82,72,61,35,48,67,74,73,68,15,14,9,13,11
N. Vuk?evi?,Levante Unión Deportiva,"CM, CDM",Montenegro,75,75,5500000,23000,28,Spain Primera Division,Left,Medium/High,Normal (170-185),13700000,52,59,68,77,48,72,58,62,74,72,57,49,58,78,55,69,82,72,75,68,88,80,74,77,53,70,68,78,69,12,13,12,15,15
Manu García,Deportivo Alavés,"CM, CDM",Spain,75,75,2600000,22000,34,Spain Primera Division,Left,Medium/High,Normal (170-185),6700000,65,68,70,77,45,69,58,56,76,73,33,51,58,78,65,76,75,75,73,67,87,79,75,77,71,74,75,79,75,8,14,9,7,11
De la Fuente,Villarreal CF,CB,Spain,64,79,1400000,5000,21,Spain Primera Division,Right,Medium/High,Normal (170-185),2500000,48,35,62,56,34,53,44,35,53,57,54,53,55,61,61,49,69,53,69,39,70,64,34,42,43,60,62,65,64,15,6,7,10,6
O. Mfulu,Elche CF,"CM, CDM, RB",Congo DR,65,67,875000,5000,26,Spain Primera Division,Right,Medium/High,Normal (170-185),1500000,43,36,67,70,40,63,44,45,66,67,55,64,63,59,70,59,68,78,78,54,70,62,58,68,49,62,62,70,64,15,6,12,12,12
Ramón Folch,Elche CF,"CM, CDM",Spain,68,68,1200000,8000,30,Spain Primera Division,Right,Medium/High,Normal (170-185),1800000,55,48,58,71,37,65,42,48,67,69,35,33,58,70,61,65,34,86,69,62,67,71,58,65,57,68,70,68,62,9,11,9,10,12
L. Reis,FC Barcelona,"CM, CDM",Netherlands,70,83,3800000,44000,20,Spain Primera Division,Right,Medium/High,Normal (170-185),9100000,54,58,59,72,48,70,51,44,68,72,69,70,70,72,64,64,79,72,66,62,72,75,63,67,51,60,67,70,62,10,15,14,11,7
Luismi,Real Valladolid CF,"CDM, CM",Spain,70,71,1500000,11000,28,Spain Primera Division,Right,Medium/High,Normal (170-185),3900000,44,24,59,69,33,58,31,30,67,66,62,53,61,70,66,65,77,75,79,48,72,73,35,64,38,63,64,70,68,6,11,12,11,13
Javi Moyano,Real Valladolid CF,"RB, LB",Spain,71,71,700000,12000,34,Spain Primera Division,Right,Medium/High,Normal (170-185),1700000,58,33,60,65,45,58,62,53,49,63,68,68,72,70,67,63,73,75,73,51,65,75,59,52,46,59,75,69,70,14,14,8,11,8
Moncayola,CA Osasuna,"CDM, CM, RB",Spain,73,82,6500000,19000,22,Spain Primera Division,Right,Medium/High,Normal (170-185),12700000,66,66,50,75,50,68,56,49,76,72,68,68,68,70,68,65,55,73,66,65,67,74,68,75,46,74,69,70,69,7,7,11,11,14
Y. Eteki,Granada CF,"CDM, CM",Cameroon,73,81,6500000,16000,22,Spain Primera Division,Right,Medium/High,Normal (170-185),12700000,51,50,44,76,37,64,48,42,73,74,67,63,73,66,76,69,80,72,77,60,75,74,54,68,52,72,68,72,69,11,11,7,6,12
F. Roncaglia,CA Osasuna,"CB, RB",Argentina,73,73,1500000,22000,33,Spain Primera Division,Right,Medium/High,Normal (170-185),4000000,68,38,70,65,28,59,61,52,74,66,57,61,63,72,66,78,78,62,73,73,73,75,51,59,35,68,76,77,75,15,14,15,6,15
J. Aidoo,RC Celta de Vigo,CB,Ghana,74,80,6000000,16000,24,Spain Primera Division,Right,Medium/High,Normal (170-185),16100000,29,18,76,59,21,35,24,28,42,48,72,77,62,65,71,40,85,77,91,23,88,71,25,23,31,63,70,76,72,11,6,9,13,6
Arbilla,SD Eibar,"CB, LB, RB",Spain,75,75,2700000,23000,33,Spain Primera Division,Right,Medium/High,Normal (170-185),6500000,76,40,73,71,48,63,82,83,75,74,49,63,58,74,66,84,77,69,75,72,84,77,57,57,47,65,68,78,74,14,8,15,13,9
D. Brašanac,CA Osasuna,"CM, CDM, RM",Serbia,76,76,7500000,31000,28,Spain Primera Division,Right,Medium/High,Normal (170-185),15800000,64,68,64,80,52,73,60,59,78,78,64,53,60,77,66,80,65,74,71,69,82,70,75,74,70,75,72,75,72,6,14,9,9,9
I. Amadou,Sevilla FC,"CDM, CB",France,76,79,8500000,23000,27,Spain Primera Division,Right,Medium/High,Normal (170-185),18500000,56,45,65,74,52,72,61,32,70,73,62,69,65,76,65,75,82,79,78,62,80,77,52,65,51,67,71,79,70,6,7,11,14,14
M. Braithwaite,FC Barcelona,"ST, LM",Denmark,76,76,7500000,125000,29,Spain Primera Division,Right,Medium/High,Normal (170-185),15400000,68,77,67,74,75,76,71,75,65,80,80,80,80,74,72,77,81,76,75,71,69,31,75,69,73,76,35,30,26,14,13,11,7,8
J. Murillo,RC Celta de Vigo,CB,Colombia,77,79,10500000,20000,28,Spain Primera Division,Right,Medium/High,Normal (170-185),,56,37,75,67,54,58,38,26,66,63,72,75,76,73,72,68,88,70,78,13,88,79,45,58,46,75,73,77,78,14,13,8,11,14
Oier,CA Osasuna,"CDM, CM",Spain,77,77,3600000,29000,34,Spain Primera Division,Right,Medium/High,Normal (170-185),7100000,64,62,59,78,44,65,61,45,77,77,65,64,65,69,70,73,78,74,73,65,78,76,69,75,56,61,73,78,75,10,7,6,6,5
Rubén Alcaraz,Real Valladolid CF,"CM, CDM",Spain,78,78,13500000,24000,29,Spain Primera Division,Right,Medium/High,Normal (170-185),21000000,73,66,74,80,67,71,84,85,83,75,61,62,61,79,67,85,78,83,77,81,88,81,62,77,66,75,76,80,76,10,14,9,12,13
Nacho Fernández,Real Madrid CF,"CB, LB, RB",Spain,80,80,17500000,135000,30,Spain Primera Division,Right,Medium/High,Normal (170-185),24600000,70,32,78,78,38,59,55,37,61,76,72,83,60,75,73,54,82,81,79,28,80,79,37,53,45,73,77,83,82,12,7,10,15,7
Illarramendi,Real Sociedad,"CDM, CM",Spain,80,80,17500000,32000,30,Spain Primera Division,Right,Medium/High,Normal (170-185),25200000,68,72,51,81,58,78,76,68,80,80,61,45,69,82,73,69,62,69,68,76,75,82,77,83,50,79,80,80,79,15,7,11,14,12
F. Coquelin,Villarreal CF,"CM, CDM",France,80,80,20500000,41000,29,Spain Primera Division,Right,Medium/High,Normal (170-185),29400000,69,64,63,82,53,80,68,41,80,80,71,71,79,82,80,75,81,80,78,71,88,83,76,80,52,78,79,82,81,9,9,8,10,15
D. Djené,Getafe CF,CB,Togo,82,83,29000000,39000,28,Spain Primera Division,Right,Medium/High,Normal (170-185),46800000,60,29,77,75,22,50,51,48,69,71,73,71,71,82,69,67,79,74,80,27,88,85,49,42,41,73,84,86,83,7,15,7,10,10
F. Poulolo,Getafe CF,"CM, CDM",France,59,68,500000,4000,23,Spain Primera Division,Right,Medium/High,Normal (185+),552000,38,48,43,68,34,58,30,35,67,54,50,52,50,57,48,49,61,51,66,46,54,60,49,55,38,39,48,62,45,6,13,13,6,10
A. Mahmoud,Deportivo Alavés,"CM, CDM, CB",Mauritania,62,75,950000,3000,20,Spain Primera Division,Right,Medium/High,Lean (185+),1600000,28,50,53,64,22,61,33,31,58,64,60,66,58,60,47,54,68,67,74,58,60,65,64,61,37,48,60,64,55,12,12,12,12,12
Aimar Oroz,CA Osasuna,"CAM, CM",Spain,64,79,1400000,2000,18,Spain Primera Division,Right,Medium/High,Lean (170-185),2500000,61,55,44,70,45,60,61,59,69,62,77,68,71,57,69,68,58,72,55,62,53,55,58,67,55,62,52,56,38,6,6,13,6,13
Mingotes,Valencia CF,"RB, CB",Spain,64,71,1100000,2000,24,Spain Primera Division,Right,Medium/High,Stocky (185+),,47,30,72,43,37,60,38,38,39,57,63,64,59,57,54,47,67,68,71,37,71,68,49,44,41,44,64,69,66,12,13,10,12,15
Nolaskoain,Athletic Club de Bilbao,"CM, CB, CDM",Spain,68,79,2700000,7000,21,Spain Primera Division,Right,Medium/High,Normal (185+),3500000,55,63,71,72,48,67,44,45,68,69,60,58,69,65,59,57,72,69,73,53,61,68,62,68,49,70,70,70,66,11,11,7,8,14
J. Fuchs,Deportivo Alavés,"CM, CDM",Cameroon,69,77,3100000,10000,22,Spain Primera Division,Right,Medium/High,Stocky (170-185),3500000,43,52,48,75,37,63,42,35,73,70,78,78,84,67,79,62,75,69,72,48,54,68,67,66,45,58,72,76,57,7,15,9,14,16
Jorge Sáenz,RC Celta de Vigo,CB,Spain,70,80,3300000,14000,23,Spain Primera Division,Right,Medium/High,Lean (185+),,52,35,72,68,46,61,32,49,60,66,60,69,57,66,64,52,78,84,75,41,70,68,52,71,45,72,73,69,66,7,14,7,8,11
E. Burgos,SD Eibar,CB,Argentina,70,72,1600000,14000,28,Spain Primera Division,Right,Medium/High,Lean (185+),3900000,35,23,71,61,32,48,35,26,48,57,48,45,53,69,46,61,53,78,87,30,73,73,32,35,54,62,70,70,70,15,9,13,7,12
José Mari,Cádiz CF,"CDM, CM",Spain,70,70,1100000,14000,32,Spain Primera Division,Right,Medium/High,Lean (170-185),2600000,58,49,57,68,66,65,71,56,67,68,70,66,63,71,69,75,79,74,73,68,73,73,58,70,53,60,64,68,62,8,14,12,6,14
Garrido,Cádiz CF,"CDM, CM",Spain,71,71,1600000,16000,30,Spain Primera Division,Right,Medium/High,Stocky (185+),4400000,41,32,60,67,34,50,41,49,62,62,42,44,37,62,38,68,48,89,93,45,87,75,50,60,38,65,65,75,63,15,8,11,8,13
Fali,Cádiz CF,"CB, CDM",Spain,71,74,2200000,16000,26,Spain Primera Division,Right,Medium/High,Normal (185+),5900000,63,55,71,67,33,56,58,67,71,66,56,59,54,54,70,72,73,83,90,70,90,65,42,58,47,59,66,72,69,8,6,6,15,6
Juan Cala,Cádiz CF,CB,Spain,72,72,1900000,19000,30,Spain Primera Division,Right,Medium/High,Lean (185+),5500000,59,46,70,72,47,57,67,37,69,63,54,66,67,67,59,70,84,79,82,59,73,72,36,47,46,59,70,72,67,15,8,14,15,10
Joaquín,Real Valladolid CF,"CB, CDM, CM",Spain,74,81,8000000,14000,24,Spain Primera Division,Right,Medium/High,Unique,16100000,46,43,74,72,39,60,48,49,64,67,64,66,58,73,33,59,78,69,77,45,75,71,50,65,47,67,73,77,75,9,12,13,14,14
N. Pérez,Atlético de Madrid,CB,Argentina,75,85,11500000,27000,20,Spain Primera Division,Right,Medium/High,Normal (185+),22500000,21,21,71,68,22,28,21,32,57,63,65,61,48,77,55,42,74,73,73,16,79,76,26,33,40,67,79,79,77,9,8,8,9,6
R. Battaglia,Deportivo Alavés,"CM, CDM",Argentina,75,75,5500000,14000,28,Spain Primera Division,Right,Medium/High,Normal (185+),,47,61,68,76,53,74,45,59,76,76,64,66,60,75,61,76,70,79,75,77,86,79,74,72,57,73,77,80,76,7,7,7,9,9
Pere Pons,Deportivo Alavés,"CM, CDM",Spain,75,76,6500000,22000,27,Spain Primera Division,Right,Medium/High,Lean (170-185),16300000,60,64,58,79,43,74,52,62,77,77,65,64,68,73,68,62,64,79,65,63,75,75,64,75,50,74,60,76,74,11,11,9,8,12
R. Azeez,Granada CF,"CDM, CM, CAM",Nigeria,75,78,6500000,22000,27,Spain Primera Division,Right,Medium/High,Normal (170-),16300000,56,51,53,77,50,68,53,46,74,75,65,66,69,68,78,73,89,88,67,64,75,71,63,68,58,64,69,74,73,8,7,14,10,11
Rodrigo Ely,Deportivo Alavés,CB,Brazil,75,79,7000000,20000,26,Spain Primera Division,Right,Medium/High,Normal (185+),16300000,34,22,73,64,15,50,20,18,54,57,53,56,52,75,35,52,72,55,91,38,75,76,22,22,35,62,78,76,74,13,10,9,9,11
G. Rodríguez,Real Betis Balompié,"CDM, CM",Argentina,76,78,8500000,20000,25,Spain Primera Division,Right,Medium/High,Lean (185+),18500000,59,43,72,72,47,60,49,42,70,72,53,59,54,75,52,75,43,76,81,69,83,80,56,63,53,68,79,76,75,12,11,14,16,6
Paulo Oliveira,SD Eibar,CB,Portugal,76,77,7000000,25000,28,Spain Primera Division,Right,Medium/High,Lean (185+),16300000,36,25,77,67,36,60,33,29,63,68,59,63,50,72,44,61,85,69,78,29,71,76,30,41,45,60,76,79,76,14,8,11,12,7
Tomás Pina,Deportivo Alavés,"CM, CDM",Spain,76,76,6000000,24000,32,Spain Primera Division,Right,Medium/High,Lean (170-185),12600000,58,62,69,79,59,76,65,61,78,78,55,41,59,78,45,73,66,71,72,68,76,77,71,74,59,70,67,77,70,8,12,11,7,15
O. Yoku?lu,RC Celta de Vigo,"CDM, CM",Turkey,77,82,14000000,22000,26,Spain Primera Division,Right,Medium/High,Lean (185+),22800000,67,65,78,77,70,73,72,65,72,76,62,69,61,72,60,79,69,87,85,75,81,76,68,71,60,73,74,75,70,12,16,10,13,7
Roque Mesa,Sevilla FC,"CM, CDM",Spain,77,77,8500000,27000,31,Spain Primera Division,Right,Medium/High,Stocky (170-185),15800000,69,68,32,80,37,76,50,51,78,78,67,67,73,80,87,66,75,78,72,61,86,78,76,79,45,80,75,78,76,15,8,7,11,9
Germán,Granada CF,CB,Spain,77,77,5000000,25000,33,Spain Primera Division,Right,Medium/High,Normal (185+),8800000,42,40,79,76,20,51,28,35,65,70,44,57,39,64,44,65,68,77,81,21,80,79,40,56,38,62,74,81,78,14,6,6,11,9
F. Lejeune,Deportivo Alavés,CB,France,77,78,9500000,38000,29,Spain Primera Division,Right,Medium/High,Normal (185+),,51,50,75,75,42,62,47,41,70,73,46,50,55,72,57,75,77,60,82,66,81,81,46,46,43,77,80,76,73,11,15,15,12,7
Aridane,CA Osasuna,CB,Spain,77,77,7000000,29000,31,Spain Primera Division,Right,Medium/High,Lean (185+),13700000,45,26,78,63,40,40,47,46,53,65,54,64,67,72,54,66,87,78,89,31,78,76,35,47,31,66,73,78,79,15,12,9,11,8
Unai Núñez,Athletic Club de Bilbao,CB,Spain,78,84,20000000,20000,23,Spain Primera Division,Right,Medium/High,Normal (185+),29900000,29,16,78,75,21,35,27,22,45,72,63,73,38,74,62,39,78,68,79,17,74,80,23,30,31,62,75,79,83,9,9,15,6,11
Laguardia,Deportivo Alavés,CB,Spain,78,78,11500000,25000,30,Spain Primera Division,Right,Medium/High,Normal (185+),17900000,43,49,74,70,29,42,38,35,62,63,46,55,44,76,57,57,76,71,77,33,89,80,44,46,40,71,82,80,76,14,12,13,9,10
Víctor Díaz,Granada CF,RB,Spain,78,78,9500000,26000,32,Spain Primera Division,Right,Medium/High,Lean (170-185),13700000,77,56,77,74,35,66,65,51,55,74,73,72,64,75,58,67,89,81,72,54,75,74,64,64,42,64,68,78,79,14,8,10,13,12
Éder Militão,Real Madrid CF,"CB, RB",Brazil,80,87,40000000,115000,22,Spain Primera Division,Right,Medium/High,Lean (185+),42800000,72,48,77,70,34,70,60,40,69,71,77,79,69,81,67,62,85,85,77,42,83,82,64,59,60,74,81,82,81,11,8,15,12,15
L. de Jong,Sevilla FC,ST,Netherlands,80,80,21000000,38000,29,Spain Primera Division,Right,Medium/High,Normal (185+),31500000,66,80,93,78,84,66,63,69,62,77,54,55,57,81,60,84,84,76,84,69,54,40,85,69,67,76,52,43,37,16,10,8,8,11
S. Savi?,Atlético de Madrid,CB,Montenegro,81,82,24000000,60000,29,Spain Primera Division,Right,Medium/High,Lean (185+),36100000,35,34,84,71,27,47,34,28,69,67,60,62,60,80,45,43,86,48,79,31,82,84,29,41,37,75,86,83,82,14,13,14,13,12
Nélson Semedo,FC Barcelona,RB,Portugal,83,86,43500000,170000,26,Spain Primera Division,Right,Medium/High,Lean (170-185),59500000,76,50,58,76,42,82,61,30,65,81,91,93,87,82,81,74,79,92,66,60,81,81,72,62,38,79,77,81,80,16,12,10,14,12
Diego Carlos,Sevilla FC,CB,Brazil,83,85,38500000,39000,27,Spain Primera Division,Right,Medium/High,Stocky (185+),58700000,35,32,79,76,34,65,47,71,74,71,78,76,68,82,55,73,82,74,86,57,85,84,52,63,41,75,83,82,81,7,10,14,7,11
J. Giménez,Atlético de Madrid,CB,Uruguay,84,88,52500000,71000,25,Spain Primera Division,Right,Medium/High,Normal (185+),76500000,47,37,78,70,30,50,36,44,62,60,65,69,54,79,40,72,90,64,90,48,89,85,24,27,38,75,88,87,86,9,11,7,10,15
T. Partey,Atlético de Madrid,CM,Ghana,84,85,48000000,81000,27,Spain Primera Division,Right,Medium/High,Normal (185+),74400000,74,68,68,86,56,84,69,70,84,83,68,74,75,85,50,86,83,92,82,85,84,84,73,84,49,86,81,85,81,11,13,9,9,7
Felipe,Atlético de Madrid,CB,Brazil,84,84,29000000,74000,31,Spain Primera Division,Right,Medium/High,Normal (185+),47200000,45,39,84,73,44,57,32,30,69,63,58,66,65,83,55,46,90,76,89,41,92,87,34,50,47,75,87,86,83,9,11,14,9,7
F. de Jong,FC Barcelona,CM,Netherlands,85,90,81000000,190000,23,Spain Primera Division,Right,Medium/High,Unique,107300000,75,63,66,90,69,87,84,64,86,88,80,80,83,88,79,68,76,90,74,61,70,82,73,86,45,90,76,76,77,7,13,10,10,9
R. Varane,Real Madrid CF,CB,France,86,88,72500000,220000,27,Spain Primera Division,Right,Medium/High,Unique,98800000,42,46,85,78,42,55,46,52,77,79,79,85,62,86,39,52,81,75,86,53,80,87,52,59,43,83,89,87,86,11,11,9,5,14
Unai García,CA Osasuna,CB,Spain,70,72,1700000,15000,27,Spain Primera Division,Left,Medium/High,Normal (185+),4100000,54,39,72,71,27,45,26,47,62,65,61,65,54,60,61,57,87,82,74,31,67,70,39,51,42,63,62,73,71,13,16,11,14,12
Chema Rodríguez,Getafe CF,"CB, LB",Spain,72,74,2400000,18000,28,Spain Primera Division,Left,Medium/High,Normal (185+),6700000,48,55,70,67,72,54,36,33,67,68,63,62,65,68,56,75,72,65,72,56,78,71,34,54,48,65,70,74,74,15,11,6,14,12
Timor,Getafe CF,"CM, CDM, CB",Spain,72,72,2200000,19000,30,Spain Primera Division,Left,Medium/High,Normal (185+),6100000,61,55,59,76,53,68,78,81,75,72,49,48,52,67,61,82,83,74,76,78,75,69,59,74,69,69,69,74,68,8,8,6,16,13
Kévin Rodrigues,SD Eibar,"LM, LB",Portugal,74,75,5000000,23000,26,Spain Primera Division,Left,Medium/High,Normal (170-),,79,65,73,80,42,70,65,51,76,76,70,67,68,72,78,58,60,64,60,50,55,65,72,70,50,65,64,75,76,11,14,11,15,16
E. Mangala,Valencia CF,CB,France,74,75,3900000,27000,29,Spain Primera Division,Left,Medium/High,Stocky (185+),12000000,53,27,76,58,44,46,47,48,56,52,55,63,60,62,59,67,84,57,88,48,88,71,39,47,48,61,70,77,76,10,13,6,10,14
D. Siovas,SD Huesca,CB,Greece,75,75,3800000,20000,31,Spain Primera Division,Left,Medium/High,Normal (185+),10800000,33,38,70,72,55,62,56,28,70,69,32,32,33,68,41,66,78,68,90,37,80,79,40,49,40,68,70,77,74,9,14,11,10,10
Vesga,Athletic Club de Bilbao,CM,Spain,75,76,6500000,22000,27,Spain Primera Division,Left,Medium/High,Lean (185+),16300000,56,60,70,78,40,68,60,28,77,76,48,53,50,79,43,77,61,77,82,63,58,78,62,75,57,66,67,79,72,12,11,16,6,13
Pau Torres,Villarreal CF,CB,Spain,78,86,29000000,26000,23,Spain Primera Division,Left,Medium/High,Lean (185+),32200000,50,28,79,77,34,64,40,28,73,79,66,65,63,76,45,48,74,78,75,36,72,78,42,60,42,68,79,81,80,11,13,13,13,9
C. Lenglet,FC Barcelona,CB,France,85,89,67000000,190000,25,Spain Primera Division,Left,Medium/High,Unique,94600000,55,39,83,78,37,57,59,31,74,76,76,72,61,84,60,58,85,75,83,46,80,87,54,66,49,82,90,86,81,10,10,9,12,7
Pablo Gozálbez,Valencia CF,"CAM, CF",Spain,64,79,1400000,4000,19,Spain Primera Division,Right,High/Medium,Normal (170-),2700000,50,70,61,65,48,67,63,61,64,62,66,65,67,48,79,58,61,53,52,59,54,52,62,69,52,52,50,43,44,11,10,12,10,5
Y. Fekir,Real Betis Balompié,"LW, RW, CAM",France,64,73,1300000,5000,23,Spain Primera Division,Right,High/Medium,Normal (170-),1600000,65,55,47,62,56,70,57,59,52,68,71,74,82,52,83,63,49,53,53,49,67,20,59,57,58,60,27,34,34,7,15,9,7,8
D. Jovanovi?,Cádiz CF,ST,Serbia,66,76,1900000,7000,21,Spain Primera Division,Right,High/Medium,Normal (185+),2600000,47,70,69,62,68,64,66,61,39,68,65,69,61,58,60,63,64,58,74,68,31,18,64,61,68,65,19,15,16,7,9,12,14,9
Apa,Real Valladolid CF,"RB, RM",Spain,67,79,2300000,5000,20,Spain Primera Division,Right,High/Medium,Lean (170-),2800000,65,29,63,67,27,62,33,29,42,62,82,79,82,60,79,23,61,69,53,20,47,62,41,50,35,56,63,65,60,6,8,15,14,10
Gonzalo Verdú,Elche CF,CB,Spain,67,67,700000,6000,31,Spain Primera Division,Right,High/Medium,Normal (185+),1300000,38,45,66,61,38,51,48,49,55,55,54,64,63,64,59,58,76,70,83,49,64,67,39,55,58,56,72,67,59,5,6,9,7,11
Nuha,Granada CF,ST,Gambia,67,68,1200000,9000,27,Spain Primera Division,Right,High/Medium,Lean (185+),2000000,51,66,70,59,64,63,59,58,41,65,74,78,62,54,55,76,72,64,78,61,52,24,66,51,62,60,20,21,29,6,11,8,15,13
Larrazabal,Athletic Club de Bilbao,RW,Spain,70,78,3600000,12000,22,Spain Primera Division,Right,High/Medium,Stocky (170-185),6000000,70,65,47,66,67,74,68,33,45,73,84,76,79,60,84,73,68,74,76,67,45,31,61,60,45,73,29,38,32,7,9,9,14,9
Luca Sangalli,Real Sociedad,"CM, CAM, RM",Spain,72,77,3400000,18000,25,Spain Primera Division,Right,High/Medium,Stocky (170-),8900000,69,65,49,77,56,77,60,36,77,73,75,77,68,68,79,60,61,69,60,70,61,63,72,65,40,66,60,65,55,14,6,11,9,11
David Ferreiro,SD Huesca,"LM, RM",Spain,72,72,1900000,17000,32,Spain Primera Division,Right,High/Medium,Lean (170-),5300000,72,70,32,72,46,74,77,74,71,72,89,85,90,67,89,67,74,39,41,71,69,28,68,65,71,63,59,23,36,6,11,7,7,15
Edgar Méndez,Deportivo Alavés,"RM, RW, LM",Spain,73,73,2900000,19000,30,Spain Primera Division,Right,High/Medium,Normal (185+),8000000,73,70,69,73,71,72,72,43,68,73,78,74,65,64,54,75,70,73,81,66,74,42,78,70,68,68,35,45,34,13,16,11,6,14
J. Hernández,Getafe CF,"ST, RM, CAM",Colombia,74,81,8500000,14000,21,Spain Primera Division,Right,High/Medium,Stocky (170-185),,58,78,69,67,64,73,57,68,59,68,86,81,71,74,79,73,71,73,72,74,65,23,75,61,70,67,44,33,37,9,11,11,9,6
J. Guidetti,Deportivo Alavés,ST,Sweden,74,74,4300000,23000,28,Spain Primera Division,Right,High/Medium,Stocky (185+),12600000,67,74,75,72,76,73,68,77,53,74,59,61,62,73,61,82,68,54,81,73,74,32,73,66,80,75,53,30,26,12,13,14,6,11
S. Weissman,Real Valladolid CF,ST,Israel,75,79,8000000,18000,24,Spain Primera Division,Right,High/Medium,Stocky (170-185),19600000,58,82,75,71,78,71,63,48,60,70,74,78,67,73,77,73,56,70,69,68,61,21,81,68,78,80,23,12,19,7,10,7,10,9
Riqui Puig,FC Barcelona,"CM, CAM",Spain,75,88,13500000,77000,20,Spain Primera Division,Right,High/Medium,Lean (170-),33400000,60,61,49,82,56,81,66,51,79,83,69,67,81,72,85,60,55,66,62,58,65,58,57,82,55,75,53,61,53,12,15,14,12,9
