Name,Team,Position,Nationality,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work rate,Bofy type,Release cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
P. Schiattarella,Benevento,"CM, CDM",Italy,71,71,1200000,12000,33,Italian Serie A,Right,High/High,Lean (170-185),2500000,63,60,60,76,61,72,65,58,71,76,77,77,73,71,70,71,60,75,64,68,75,58,68,73,57,69,65,61,60,11,12,5,14,15
S. Sturaro,Genoa,CM,Italy,72,73,2700000,13000,27,Italian Serie A,Right,High/High,Normal (170-185),6600000,66,55,68,74,74,73,64,64,72,74,69,68,70,68,65,78,65,70,74,77,86,74,73,68,68,73,76,77,76,15,10,5,14,11
B. Dabo,Benevento,"CM, CDM",Burkina Faso,72,72,2300000,14000,28,Italian Serie A,Right,High/High,Normal (185+),5600000,66,62,70,77,60,74,62,58,73,74,63,59,70,68,69,78,82,73,77,68,82,74,70,68,62,72,71,76,72,8,6,10,10,11
P. Hetemaj,Benevento,CM,Finland,72,72,1400000,13000,33,Italian Serie A,Right,High/High,Lean (170-185),3200000,72,54,58,73,73,72,74,65,71,71,74,73,78,74,80,72,91,88,65,73,86,73,69,70,69,75,69,72,72,13,11,8,9,6
L. Lerager,Genoa,CM,Denmark,73,74,3600000,14000,26,Italian Serie A,Right,High/High,Lean (185+),8600000,62,66,73,76,63,68,47,43,71,73,56,59,60,72,52,71,72,79,67,68,76,74,71,73,48,67,67,70,66,7,7,14,13,13
G. Letizia,Benevento,LB,Italy,73,73,2600000,14000,30,Italian Serie A,Right,High/High,Normal (170-185),5800000,69,36,54,62,28,67,58,37,68,65,92,85,84,69,86,50,80,82,73,49,64,69,55,49,45,69,67,70,70,15,8,9,15,9
Patric,Lazio,"CB, RB, RM",Spain,73,76,3500000,36000,27,Italian Serie A,Right,High/High,Lean (170-185),7600000,69,49,69,74,25,68,46,48,58,74,69,67,67,73,64,63,66,64,68,57,71,74,55,62,51,67,77,76,74,8,14,12,9,14
L. Ceppitelli,Cagliari,CB,Italy,73,73,2500000,23000,30,Italian Serie A,Right,High/High,Normal (185+),5800000,22,35,75,50,37,25,31,18,45,58,49,52,53,68,55,40,78,50,80,25,68,75,22,17,34,69,76,77,75,12,10,10,9,10
E. Badu,Hellas Verona,"CM, CDM",Ghana,73,73,3000000,22000,29,Italian Serie A,Right,High/High,Normal (170-185),6800000,69,60,70,74,72,75,64,50,69,73,86,67,88,72,81,75,90,79,59,74,72,73,74,70,58,73,69,74,72,15,5,9,13,14
K. Linetty,Torino F.C.,CM,Poland,74,78,6000000,33000,25,Italian Serie A,Right,High/High,Normal (170-185),12400000,60,64,56,78,38,74,62,36,74,76,72,62,73,74,79,70,78,76,61,64,79,76,68,76,50,70,72,74,70,13,8,11,14,6
M. Faraoni,Hellas Verona,"RM, RB",Italy,74,74,4200000,24000,28,Italian Serie A,Right,High/High,Normal (170-185),9900000,75,61,65,76,74,74,73,68,72,75,74,73,65,70,74,76,71,84,67,75,77,69,77,67,66,71,68,72,73,11,8,13,12,15
N. Domínguez,Bologna,"CM, CDM",Argentina,75,85,12500000,25000,22,Italian Serie A,Right,High/High,Lean (170-185),21000000,63,65,68,80,51,73,49,45,76,75,79,75,78,69,80,71,86,93,67,69,86,71,63,69,51,57,59,79,79,6,11,9,10,5
S. Okaka,Udinese Calcio,ST,Italy,75,75,5500000,18000,30,Italian Serie A,Right,High/High,Stocky (185+),11700000,53,76,78,70,68,71,58,48,36,77,55,65,53,70,45,81,73,64,92,67,73,21,78,62,66,74,29,25,20,7,7,7,5,8
R. Palacio,Bologna,"ST, CAM",Argentina,75,75,1900000,24000,38,Italian Serie A,Right,High/High,Lean (170-185),4300000,72,75,73,76,76,82,78,67,56,84,73,71,78,77,82,70,72,65,56,60,78,41,80,77,75,82,51,39,37,17,14,17,17,17
G. Simeone,Cagliari,ST,Argentina,76,81,11500000,29000,24,Italian Serie A,Right,High/High,Normal (170-185),19700000,40,78,79,68,72,76,69,60,55,76,77,76,75,76,73,79,84,73,69,66,70,24,80,60,71,76,51,29,26,12,15,9,14,11
N. Nández,Cagliari,"CM, CDM, RM",Uruguay,77,83,16500000,29000,24,Italian Serie A,Right,High/High,Normal (170-185),24000000,65,68,57,80,50,75,51,52,72,78,75,77,81,81,81,74,77,93,77,65,87,79,75,74,55,80,77,79,73,8,8,14,5,15
F. Kessié,AC Milan,CM,Côte d'Ivoire,77,82,16000000,33000,23,Italian Serie A,Right,High/High,Normal (170-185),20400000,66,64,68,79,60,78,58,48,75,79,68,73,68,78,79,84,79,92,85,76,86,80,74,70,82,76,78,78,74,9,11,12,12,10
F. Chiesa,Fiorentina,"CF, RW",Italy,78,84,23000000,50000,22,Italian Serie A,Right,High/High,Normal (170-185),27600000,72,70,50,76,68,84,74,48,60,81,87,84,86,78,77,81,53,74,57,78,62,30,76,73,62,76,65,34,34,6,7,8,9,7
D. Zappacosta,Genoa,"RB, RWB",Italy,78,78,12500000,77000,28,Italian Serie A,Right,High/High,Lean (185+),,81,59,69,74,69,76,74,59,68,74,75,75,71,73,68,75,65,79,66,72,75,76,68,64,59,73,74,78,79,11,9,8,6,11
S. Luli?,Lazio,LM,Bosnia and Herzegovina,78,78,6500000,56000,34,Italian Serie A,Right,High/High,Normal (170-185),8500000,80,66,70,78,65,80,76,61,78,76,74,79,70,78,76,84,69,89,71,76,78,74,78,72,55,74,73,78,76,5,12,14,10,5
C. Ansaldi,Torino F.C.,"LM, LB",Argentina,78,78,9000000,45000,33,Italian Serie A,Right,High/High,Normal (170-185),11100000,82,57,65,79,68,82,80,47,76,81,78,78,76,79,68,73,69,77,64,69,78,76,71,75,52,81,76,79,79,15,15,11,8,8
V. Osimhen,Napoli,ST,Nigeria,79,87,39500000,54000,21,Italian Serie A,Right,High/High,Lean (185+),36100000,64,83,78,67,75,70,63,48,53,75,81,92,77,78,68,78,82,86,77,72,76,34,81,65,75,72,36,38,19,14,14,10,9,6
M. Parolo,Lazio,"CDM, CM",Italy,79,79,4900000,40000,35,Italian Serie A,Right,High/High,Lean (170-185),6800000,70,70,75,78,76,75,67,55,79,78,64,52,63,80,71,87,77,75,69,84,80,80,82,78,45,78,79,79,80,13,9,6,7,9
M. Vecino,Inter,CDM,Uruguay,80,80,18500000,95000,28,Italian Serie A,Right,High/High,Lean (185+),21500000,71,61,79,83,62,82,64,58,78,83,68,62,64,83,65,78,75,83,72,77,72,77,76,81,56,81,79,78,75,4,4,4,4,4
A. Belotti,Torino F.C.,ST,Italy,80,83,28000000,57000,26,Italian Serie A,Right,High/High,Normal (170-185),32800000,42,88,84,68,82,78,64,56,42,75,76,76,78,76,75,81,83,80,80,67,83,31,85,61,77,75,55,23,32,13,7,12,14,7
Pedro,Roma,"RW, LW",Spain,80,80,16500000,25000,32,Italian Serie A,Right,High/High,Lean (170-),19600000,78,75,55,79,70,82,81,57,71,81,78,69,81,79,82,77,66,62,40,78,58,49,79,77,66,77,49,32,31,5,11,12,15,9
A. Sánchez,Inter,"LW, LM",Chile,80,80,17500000,105000,31,Italian Serie A,Right,High/High,Unique,21500000,77,76,68,76,83,85,79,78,74,84,81,77,86,79,87,81,85,68,68,77,76,46,82,79,74,77,38,44,35,10,10,15,12,13
M. Lazzari,Lazio,RM,Italy,81,82,30500000,70000,26,Italian Serie A,Right,High/High,Lean (170-185),37300000,83,67,44,77,59,82,68,58,75,81,91,87,85,77,89,53,39,86,56,57,56,55,74,77,55,76,61,53,48,14,6,11,5,11
A. Ramsey,Juventus,"CM, CAM",Wales,82,82,29500000,100000,29,Italian Serie A,Right,High/High,Lean (170-185),35500000,75,75,58,84,79,81,70,66,80,83,67,68,72,81,74,81,66,89,66,74,74,69,84,81,75,81,68,72,68,6,11,5,10,8
A. Vidal,Inter,"CM, CDM, CAM",Chile,83,83,22500000,125000,33,Italian Serie A,Right,High/High,Unique,24800000,76,75,81,81,78,76,76,68,80,82,66,65,73,85,77,84,82,86,83,81,93,84,82,81,81,80,80,86,83,4,2,4,2,4
R. Nainggolan,Inter,"CAM, CM, CF",Belgium,83,83,29000000,125000,32,Italian Serie A,Right,High/High,Unique,33000000,73,75,59,85,75,83,73,68,82,84,71,71,75,85,83,86,74,89,75,89,88,86,84,80,63,84,83,86,90,11,11,14,8,11
C. Eriksen,Inter,"CAM, CM, RM",Denmark,85,85,54500000,155000,28,Italian Serie A,Right,High/High,Unique,64400000,86,77,52,90,80,77,89,85,87,90,74,70,77,84,80,84,49,92,56,89,46,56,82,90,67,86,59,57,22,9,14,7,7,6
F. Mattiello,Spezia,"RM, LM, RB",Italy,71,73,2400000,10000,24,Italian Serie A,Left,High/High,Lean (170-185),5400000,74,53,68,72,70,73,76,59,68,74,71,73,73,68,71,76,52,70,58,76,67,65,65,66,58,66,65,74,73,7,5,8,9,5
J. Jankto,U.C. Sampdoria,"LM, CM",Czech Republic,74,80,6500000,15000,24,Italian Serie A,Left,High/High,Lean (170-185),15000000,70,66,68,74,60,75,70,50,73,75,76,75,74,72,74,78,59,69,58,74,68,64,74,73,50,73,68,68,64,7,16,9,14,15
V. Muriqi,Lazio,ST,Kosovo,76,79,10000000,53000,26,Italian Serie A,Left,High/High,Normal (185+),16900000,35,80,79,70,70,69,58,30,42,76,50,68,49,75,38,78,57,75,91,67,73,18,79,63,71,73,23,25,22,8,9,14,9,10
K. Asamoah,Inter,"LM, LB",Ghana,76,76,6000000,74000,31,Italian Serie A,Left,High/High,Stocky (170-185),11600000,76,55,68,78,76,79,72,68,77,79,74,69,83,76,83,84,77,67,70,76,82,76,77,74,64,74,78,80,80,5,4,3,4,5
D. Laxalt,AC Milan,LM,Uruguay,77,77,11000000,38000,27,Italian Serie A,Left,High/High,Lean (170-185),16200000,78,60,43,78,49,77,61,60,72,77,84,89,84,72,76,74,63,91,55,66,72,66,68,68,49,76,64,70,68,10,12,10,9,8
S. Zaza,Torino F.C.,ST,Italy,77,77,10500000,48000,29,Italian Serie A,Left,High/High,Normal (185+),15300000,52,77,79,71,80,76,71,56,45,76,72,73,74,74,69,84,88,70,86,72,84,40,78,66,79,72,54,42,50,7,13,9,7,9
R. Malinovskyi,Atalanta,"CM, CF",Ukraine,79,80,20000000,58000,27,Italian Serie A,Left,High/High,Stocky (170-185),24900000,79,73,75,82,70,81,85,88,81,82,68,71,62,74,65,90,71,81,79,87,78,66,70,79,83,75,61,72,50,6,6,12,15,13
R. Gosens,Atalanta,LM,Germany,82,82,34000000,68000,25,Italian Serie A,Left,High/High,Normal (170-185),40800000,82,77,78,80,71,78,70,58,77,79,84,82,70,84,66,76,91,86,76,68,80,77,84,77,50,75,75,78,79,7,16,15,16,10
R. Gagliolo,Parma,"LB, CB",Sweden,74,74,3600000,25000,30,Italian Serie A,Left,Medium/High,Normal (170-185),7900000,66,44,68,66,40,56,28,22,57,68,75,73,72,71,78,71,87,74,70,57,70,72,36,26,38,71,69,76,75,7,9,12,8,14
A. Duncan,Fiorentina,CM,Ghana,74,75,4800000,40000,27,Italian Serie A,Left,Medium/High,Normal (170-185),11500000,73,50,68,79,58,71,64,50,76,74,74,67,71,77,71,83,78,78,69,78,86,79,68,67,44,76,73,80,76,9,8,8,6,8
?. Radu,Lazio,CB,Romania,78,78,6500000,51000,33,Italian Serie A,Left,Medium/High,Normal (170-185),8300000,67,55,70,71,51,66,45,48,67,69,65,58,67,78,67,79,62,62,71,74,75,85,55,60,57,76,84,86,84,9,12,12,6,13
F. Brignani,Bologna,CB,Italy,63,75,1100000,5000,22,Italian Serie A,Right,Medium/High,Normal (170-185),1200000,21,22,64,42,31,41,33,32,38,43,54,63,65,54,65,50,67,61,67,28,60,60,24,34,42,53,74,68,63,5,6,13,13,14
P. Kalulu,AC Milan,"RB, CB",France,66,82,2200000,7000,20,Italian Serie A,Right,Medium/High,Normal (170-185),3000000,56,31,68,68,31,54,54,44,54,60,72,70,55,60,72,45,74,60,61,32,59,63,47,49,49,63,65,69,66,12,5,13,9,11
Pol Lirola,Fiorentina,"RM, RB",Spain,71,76,2900000,25000,22,Italian Serie A,Right,Medium/High,Normal (170-185),5700000,76,40,64,72,58,74,73,30,68,74,78,76,68,71,73,58,66,72,64,52,70,70,66,62,30,70,70,74,73,12,12,5,9,13
K. Günter,Hellas Verona,CB,Germany,71,76,2500000,15000,25,Italian Serie A,Right,Medium/High,Normal (170-185),5300000,32,23,69,69,28,56,21,26,72,65,65,65,60,66,60,50,74,58,75,31,71,68,31,59,37,60,70,75,73,13,10,10,9,10
F. Pisacane,Cagliari,"CB, RB",Italy,73,73,1000000,23000,34,Italian Serie A,Right,Medium/High,Normal (170-185),2700000,60,20,65,63,14,61,28,25,50,60,65,58,64,78,66,32,87,56,65,32,77,75,49,41,28,69,76,78,73,11,15,15,12,13
A. Ioni??,Benevento,"CM, CAM",Moldova,73,73,3000000,16000,29,Italian Serie A,Right,Medium/High,Normal (170-185),6800000,68,64,77,75,60,68,69,65,72,74,62,60,63,73,68,75,78,74,76,71,80,73,74,69,65,73,71,78,73,6,14,10,12,11
A. Masiello,Genoa,CB,Italy,75,75,1800000,15000,34,Italian Serie A,Right,Medium/High,Normal (170-185),4500000,58,23,76,66,52,54,47,35,68,62,51,49,58,79,56,63,76,50,69,41,79,82,30,36,31,78,78,77,74,14,7,12,12,12
F. Magnanelli,U.S. Sassuolo Calcio,CDM,Italy,75,75,1600000,19000,35,Italian Serie A,Right,Medium/High,Normal (170-185),3600000,61,45,61,74,60,56,62,61,71,73,60,53,59,74,64,67,52,60,65,66,85,79,53,70,57,82,80,77,75,8,12,7,11,5
S. Tonali,AC Milan,"CDM, CM",Italy,77,91,24000000,25000,20,Italian Serie A,Right,Medium/High,Normal (170-185),43000000,70,60,69,82,60,76,75,75,81,79,83,78,74,74,75,75,63,74,79,70,76,74,60,78,64,74,70,74,72,13,9,8,7,7
G. Escalante,Lazio,"CDM, CM",Argentina,77,80,12000000,48000,27,Italian Serie A,Right,Medium/High,Normal (170-185),16900000,68,66,63,76,59,67,63,52,75,74,66,66,63,72,68,79,74,78,71,63,85,78,64,70,64,80,74,76,77,10,12,7,12,11
Bastos,Lazio,CB,Angola,77,78,10000000,50000,28,Italian Serie A,Right,Medium/High,Normal (170-185),15100000,36,30,74,70,31,62,35,28,65,68,79,78,61,72,76,49,69,59,80,41,75,79,31,28,50,67,80,80,77,13,8,11,12,12
D. Demme,Napoli,"CDM, CM",Germany,78,79,13500000,57000,28,Italian Serie A,Right,Medium/High,Normal (170-185),18600000,70,26,57,80,48,71,65,62,76,75,67,49,85,75,84,62,79,93,66,30,82,78,62,70,58,72,77,75,72,14,10,14,12,9
N. Barella,Inter,"CM, CAM",Italy,80,87,42000000,86000,23,Italian Serie A,Right,Medium/High,Normal (170-185),37900000,76,63,40,82,65,83,75,67,78,83,80,76,78,79,83,72,62,87,62,66,82,79,75,79,73,80,75,80,78,11,5,13,14,11
Lucas Leiva,Lazio,CDM,Brazil,84,84,21000000,83000,33,Italian Serie A,Right,Medium/High,Normal (170-185),25500000,63,62,72,82,59,77,74,47,81,79,62,58,77,82,80,77,81,80,61,66,83,87,66,81,61,86,82,84,81,10,8,8,5,6
M. Crocchianti,Spezia,CB,Italy,56,65,300000,2000,24,Italian Serie A,Right,Medium/High,Stocky (185+),260000,31,20,50,41,33,32,27,27,28,41,55,55,37,50,55,34,71,57,65,24,48,55,32,29,39,54,62,58,59,6,6,10,15,13
P. Hristov,Fiorentina,CB,Bulgaria,59,73,525000,5000,21,Italian Serie A,Right,Medium/High,Lean (185+),756000,36,24,61,38,30,33,33,34,30,36,58,36,41,49,39,51,66,55,69,26,55,56,29,33,46,58,58,68,68,6,7,12,15,7
N. Armini,Lazio,CB,Italy,65,83,1700000,6000,19,Italian Serie A,Right,Medium/High,Normal (185+),2600000,39,34,63,62,34,52,39,42,44,53,65,56,54,58,63,54,62,52,66,33,64,66,27,42,45,58,64,70,68,8,12,7,14,6
C. Terzi,Spezia,CB,Italy,68,68,220000,5000,36,Italian Serie A,Right,Medium/High,Lean (170-185),324000,43,29,69,50,42,44,40,28,52,56,42,51,47,66,73,59,81,67,72,48,75,69,26,39,61,67,70,70,69,13,11,10,12,8
Y. Çetin,Hellas Verona,CB,Turkey,69,79,2900000,10000,23,Italian Serie A,Right,Medium/High,Lean (185+),3000000,37,38,71,54,37,43,37,39,43,48,53,59,46,50,39,57,69,55,78,41,72,65,30,28,42,56,68,76,74,5,10,12,12,10
E. Goldaniga,Genoa,CB,Italy,70,71,1600000,15000,26,Italian Serie A,Right,Medium/High,Normal (185+),,27,22,70,57,26,48,29,33,56,59,37,48,38,68,34,55,76,47,75,41,72,71,13,19,34,64,74,71,72,9,12,7,15,15
L. Marrone,Crotone,"CB, CDM",Italy,70,70,1300000,7000,30,Italian Serie A,Right,Medium/High,Lean (185+),2500000,67,40,72,73,64,72,72,72,72,75,47,58,60,69,63,80,69,75,71,75,66,71,56,69,73,73,67,71,68,8,4,3,7,5
Lyanco,Torino F.C.,CB,Brazil,71,79,3900000,20000,23,Italian Serie A,Right,Medium/High,Normal (185+),6100000,35,33,69,68,34,57,33,27,59,62,53,56,56,67,43,51,70,52,74,27,78,71,31,46,47,62,70,76,72,9,7,13,10,8
Eduardo Henrique,Crotone,CM,Brazil,71,76,2700000,8000,25,Italian Serie A,Right,Medium/High,Normal (185+),,64,64,57,73,66,73,75,64,71,74,69,72,67,68,58,73,71,70,74,67,80,71,69,72,67,74,73,66,58,12,11,9,12,10
A. Saelemaekers,AC Milan,"RW, CAM, LW",Belgium,72,81,5500000,21000,21,Italian Serie A,Right,Medium/High,Lean (170-185),9100000,78,59,45,73,65,76,71,68,70,74,79,77,83,67,73,59,77,65,53,62,67,61,71,64,41,68,59,62,58,9,6,9,12,12
Walace,Udinese Calcio,"CDM, CM",Brazil,72,76,3000000,11000,25,Italian Serie A,Right,Medium/High,Normal (185+),6800000,48,58,60,76,68,66,55,52,74,72,66,64,60,70,66,78,55,66,74,74,80,72,56,69,60,72,69,66,64,10,13,7,14,11
J. Schouten,Bologna,"CDM, CM",Netherlands,73,80,5500000,20000,23,Italian Serie A,Right,Medium/High,Lean (185+),10000000,56,52,63,74,52,75,56,33,72,74,70,57,66,73,70,60,74,72,61,57,65,76,62,67,57,70,73,70,63,11,7,6,5,14
M. Yoshida,U.C. Sampdoria,CB,Japan,73,73,2100000,15000,31,Italian Serie A,Right,Medium/High,Lean (185+),5400000,36,34,74,63,56,60,38,33,52,66,52,52,64,72,57,50,82,64,75,41,66,73,42,50,54,68,73,77,74,12,16,8,6,13
S. De Maio,Udinese Calcio,CB,France,74,74,2000000,14000,33,Italian Serie A,Right,Medium/High,Normal (185+),4900000,11,20,72,50,20,46,23,39,54,50,55,55,53,67,54,61,80,55,89,37,74,77,19,34,46,76,78,78,74,6,5,5,11,7
L. De Silvestri,Bologna,"RM, RB",Italy,74,74,3300000,27000,32,Italian Serie A,Right,Medium/High,Normal (185+),7900000,81,64,78,77,58,74,65,62,71,75,70,70,65,75,58,74,73,71,75,70,71,74,74,65,52,72,74,74,74,15,11,10,14,14
N. Milenkovi?,Fiorentina,"CB, RB",Serbia,75,82,10500000,34000,22,Italian Serie A,Right,Medium/High,Lean (185+),16200000,72,38,70,68,35,60,34,22,64,68,65,58,44,74,40,60,68,76,85,54,78,75,22,55,34,70,76,77,74,8,7,13,7,14
A. Diawara,Roma,"CDM, CM",Guinea,75,81,8500000,13000,22,Italian Serie A,Right,Medium/High,Lean (170-185),16200000,62,48,59,76,46,74,60,37,72,78,63,61,76,73,69,66,54,74,67,56,80,74,54,78,52,75,73,74,72,11,14,5,11,11
T. Rincón,Torino F.C.,"CM, CDM",Venezuela,75,75,4400000,38000,32,Italian Serie A,Right,Medium/High,Stocky (170-185),8500000,65,45,58,78,60,75,55,52,76,76,71,61,72,76,81,77,91,86,72,72,82,77,66,70,46,74,72,80,76,12,12,11,8,12
V. Behrami,Genoa,"CDM, CM",Switzerland,75,75,1600000,11000,35,Italian Serie A,Right,Medium/High,Normal (185+),3800000,68,54,66,74,69,70,70,68,72,74,62,56,68,68,68,76,68,68,71,70,90,74,66,70,67,76,72,78,76,12,11,7,15,11
M. Demiral,Juventus,CB,Turkey,76,85,15500000,48000,22,Italian Serie A,Right,Medium/High,Lean (185+),20400000,31,32,76,64,42,55,48,23,61,61,73,71,64,70,59,60,69,67,82,38,81,78,26,38,41,69,77,79,78,15,7,13,6,11
G. Mancini,Roma,"CB, CDM",Italy,76,82,11000000,14000,24,Italian Serie A,Right,Medium/High,Lean (185+),18100000,34,48,79,59,40,51,38,34,42,70,54,54,34,77,57,51,71,73,75,34,76,78,32,51,47,66,78,79,77,13,12,8,6,8
E. Pulgar,Fiorentina,"CDM, CM",Chile,76,78,8500000,42000,26,Italian Serie A,Right,Medium/High,Lean (185+),15100000,73,49,69,78,54,74,77,71,76,78,63,59,66,74,68,78,78,80,73,68,80,72,58,72,79,76,72,76,72,12,12,11,15,11
C. Piccini,Atalanta,RB,Italy,76,77,8000000,29000,27,Italian Serie A,Right,Medium/High,Normal (185+),,69,32,67,70,34,71,64,37,62,72,74,77,63,76,63,68,70,73,79,35,74,77,66,57,35,80,73,78,76,8,9,5,7,11
M. Darmian,Parma,"RB, LB",Italy,76,76,6500000,28000,30,Italian Serie A,Right,Medium/High,Lean (170-185),10800000,69,55,68,74,59,72,69,35,66,74,68,67,77,74,75,69,67,75,62,56,74,77,63,59,45,78,78,80,77,6,7,7,12,7
M. Cáceres,Fiorentina,"CB, RB",Uruguay,76,76,3600000,42000,33,Italian Serie A,Right,Medium/High,Lean (170-185),6100000,66,37,75,66,65,66,68,41,64,68,70,74,77,70,76,70,91,61,72,59,78,80,50,58,50,78,78,78,78,2,3,4,2,4
Luiz Felipe,Lazio,CB,Brazil,77,85,22000000,41000,23,Italian Serie A,Right,Medium/High,Lean (185+),22800000,53,22,71,72,32,69,31,35,66,71,76,75,63,78,46,44,72,52,68,26,81,82,28,58,44,58,81,79,79,14,8,13,10,9
S. Amrabat,Fiorentina,CM,Morocco,77,84,21000000,43000,23,Italian Serie A,Right,Medium/High,Lean (185+),23800000,70,55,65,80,58,81,65,53,75,80,79,77,68,80,78,78,75,86,79,57,82,78,65,75,50,82,77,76,71,13,13,6,16,12
N. Maksimovi?,Napoli,CB,Serbia,77,78,10000000,53000,28,Italian Serie A,Right,Medium/High,Lean (185+),15100000,45,22,79,59,28,49,29,23,59,61,56,61,49,71,58,39,64,61,86,29,78,80,29,31,26,70,79,80,79,12,9,5,11,15
G. Medel,Bologna,"CDM, CB",Chile,77,77,7000000,30000,32,Italian Serie A,Right,Medium/High,Stocky (170-185),10800000,50,31,68,76,58,63,35,45,67,68,64,66,76,78,92,65,79,76,79,59,88,79,58,65,58,80,74,81,75,14,7,9,6,6
Rafael Tolói,Atalanta,CB,Brazil,77,77,9000000,47000,29,Italian Serie A,Right,Medium/High,Lean (185+),12800000,44,28,78,66,30,58,41,70,68,66,65,62,61,78,66,75,76,56,69,62,78,82,40,50,64,78,79,82,80,11,12,16,16,8
M. Caldara,Atalanta,CB,Italy,78,83,18500000,37000,26,Italian Serie A,Right,Medium/High,Normal (185+),,34,36,80,63,51,62,20,24,58,63,59,61,58,74,59,38,76,61,77,20,76,82,34,32,30,74,82,84,80,14,9,6,9,5
H. Hateboer,Atalanta,RM,Netherlands,78,79,16500000,52000,26,Italian Serie A,Right,Medium/High,Lean (185+),21300000,80,64,76,78,58,79,50,30,70,78,81,85,68,77,74,72,74,86,70,58,77,70,77,70,47,72,77,78,77,11,6,8,14,15
S. Lobotka,Napoli,"CM, CDM",Slovakia,78,83,20500000,57000,25,Italian Serie A,Right,Medium/High,Normal (170-),24000000,68,64,45,84,43,77,68,55,77,82,64,60,76,74,81,62,79,85,56,68,57,74,67,76,56,74,69,76,68,10,7,16,13,14
R. Gagliardini,Inter,"CDM, CM",Italy,78,81,16500000,77000,26,Italian Serie A,Right,Medium/High,Lean (185+),19800000,64,54,73,78,68,75,68,38,75,77,60,55,62,72,62,76,62,83,67,73,74,78,68,73,40,74,77,79,77,12,6,8,7,9
M. de Roon,Atalanta,"CDM, CM",Netherlands,81,81,22000000,63000,29,Italian Serie A,Right,Medium/High,Normal (185+),25500000,68,60,75,78,64,71,61,48,75,76,66,63,61,82,73,76,79,90,74,77,85,84,67,73,80,81,82,82,81,14,15,7,12,12
M. Brozovi?,Inter,"CDM, CM",Croatia,84,85,43000000,125000,27,Italian Serie A,Right,Medium/High,Lean (170-185),55200000,72,69,70,83,65,81,79,74,84,85,62,63,72,75,76,80,67,94,69,84,84,81,70,80,69,82,78,81,79,8,8,15,11,8
S. de Vrij,Inter,CB,Netherlands,84,85,40000000,130000,28,Italian Serie A,Right,Medium/High,Unique,52600000,49,25,82,73,27,66,45,16,71,73,69,68,61,81,59,65,76,64,78,60,80,86,32,64,41,82,88,87,85,8,10,7,14,13
M. de Ligt,Juventus,CB,Netherlands,85,92,99000000,81000,20,Italian Serie A,Right,Medium/High,Normal (185+),91600000,52,50,86,75,45,66,48,55,74,76,68,75,56,84,60,82,84,76,88,66,83,83,44,63,40,82,86,85,82,12,11,11,12,10
M. Škriniar,Inter,CB,Slovakia,85,89,67000000,130000,25,Italian Serie A,Right,Medium/High,Unique,76800000,40,42,82,73,40,67,34,30,69,69,70,68,48,83,51,50,78,73,84,30,86,86,30,57,56,81,92,87,83,10,13,12,8,12
L. Bonucci,Juventus,CB,Italy,85,85,26000000,110000,33,Italian Serie A,Right,Medium/High,Lean (185+),29700000,44,48,84,77,58,69,56,61,84,75,58,62,60,84,55,74,85,66,79,65,82,90,38,74,70,86,90,86,80,2,2,3,2,4
D. Godín,Inter,CB,Uruguay,85,85,17500000,135000,34,Italian Serie A,Right,Medium/High,Lean (185+),23900000,52,42,85,79,47,53,49,49,70,74,59,55,57,74,53,67,89,62,85,43,85,87,48,52,50,80,90,86,84,6,8,15,5,15
K. Koulibaly,Napoli,CB,Senegal,88,88,76500000,140000,29,Italian Serie A,Right,Medium/High,Unique,85000000,30,22,84,74,14,69,28,28,63,74,73,77,52,85,41,55,82,70,94,15,87,87,35,52,33,82,91,89,87,7,11,7,13,5
L. Pirola,Inter,CB,Italy,63,84,1500000,4000,18,Italian Serie A,Left,Medium/High,Normal (185+),2100000,42,37,64,55,33,48,38,32,51,51,55,68,57,60,61,55,69,61,70,36,61,61,34,40,47,54,58,67,66,9,13,9,12,12
Alan Empereur,Hellas Verona,"CB, LB",Brazil,67,70,1200000,8000,26,Italian Serie A,Left,Medium/High,Normal (185+),1600000,54,18,60,62,32,52,50,31,53,57,61,66,34,57,48,43,78,63,69,27,67,67,40,50,40,58,68,71,69,10,12,16,15,10
R. Marchizza,Spezia,"LB, CB",Italy,68,77,2600000,6000,22,Italian Serie A,Left,Medium/High,Normal (185+),2400000,69,27,59,58,26,60,29,22,57,66,55,68,59,68,61,27,76,63,72,31,58,69,52,45,34,64,69,70,68,15,11,10,12,7
E. Capradossi,Spezia,CB,Italy,68,77,2500000,6000,24,Italian Serie A,Left,Medium/High,Lean (185+),2600000,16,17,67,52,21,21,29,16,39,52,65,63,66,55,65,30,70,68,67,21,72,66,19,19,23,55,72,74,72,9,6,8,10,15
M. Paja?,Cagliari,"LM, LB",Croatia,71,71,2000000,19000,27,Italian Serie A,Left,Medium/High,Normal (185+),4500000,72,64,59,72,54,73,69,68,71,70,74,74,69,69,55,73,68,66,52,70,68,62,65,62,53,65,58,62,62,6,10,6,7,10
