Name,Team,Position,Nationality,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work rate,Bofy type,Release cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
T. Cairney,Fulham,"CAM, CM",Scotland,76,76,7500000,85000,29,English Premier League,Left,Medium/Medium,Normal (185+),14300000,71,71,58,81,70,76,76,72,76,79,66,60,78,75,75,74,42,69,67,76,54,60,72,76,65,77,63,62,51,14,12,7,6,7
S. Meïté,Torino F.C.,"CM, CDM",France,76,79,9500000,39000,26,Italian Serie A,Right,Medium/Medium,Normal (185+),16900000,69,48,60,79,55,80,54,54,76,80,67,62,66,76,61,71,71,79,80,73,77,70,71,73,55,74,73,76,71,13,7,7,13,11
T. Strobl,FC Augsburg,"CDM, CB",Germany,76,76,6500000,25000,30,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),11700000,51,30,69,76,35,59,44,45,77,58,51,55,48,77,44,79,74,73,78,62,83,80,55,66,47,73,81,77,75,11,8,8,16,12
A. Petagna,Napoli,ST,Italy,76,81,11000000,54000,25,Italian Serie A,Left,Medium/Medium,Stocky (185+),18600000,60,78,78,76,66,78,59,45,64,80,54,66,57,73,71,80,70,76,92,62,62,22,79,75,80,71,59,27,20,3,3,3,5,3
H. Diallo,FC Metz,ST,Senegal,76,80,10500000,20000,25,French Ligue 1,Right,Medium/Medium,Normal (185+),20800000,35,81,81,66,66,71,50,37,43,72,69,73,64,75,66,77,86,69,79,61,47,19,78,55,80,66,13,17,17,13,14,14,15,12
Y. Yaz?c?,LOSC Lille,"CAM, RM",Turkey,76,81,11500000,28000,23,French Ligue 1,Left,Medium/Medium,Normal (185+),20700000,77,71,68,79,72,80,82,74,74,80,63,69,72,70,69,81,54,76,71,76,71,40,73,77,60,75,38,54,45,10,12,5,13,7
K. Malong,1. FSV Mainz 05,"CDM, CM",Cameroon,76,81,10500000,21000,24,German 1. Bundesliga,Right,Medium/Medium,Stocky (170-185),17800000,69,63,54,76,52,76,62,40,74,74,76,86,66,74,76,85,76,77,85,74,84,74,66,68,57,67,72,71,73,11,13,5,8,9
Llorente,Napoli,ST,Spain,75,75,2400000,41000,35,Italian Serie A,Right,Medium/Medium,Normal (185+),5300000,44,79,90,73,81,67,57,40,49,80,29,32,32,80,30,79,52,34,86,64,71,25,84,70,70,82,34,25,15,2,2,3,4,2
A. Modeste,1. FC Köln,ST,France,75,75,4600000,28000,32,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),9900000,62,74,80,67,75,70,66,56,55,70,68,76,66,79,62,74,85,67,86,71,80,15,76,62,78,77,42,31,19,10,11,11,6,8
D. Santon,Roma,"RB, LB",Italy,75,75,4900000,16000,29,Italian Serie A,Right,Medium/Medium,Normal (185+),9400000,76,46,65,76,57,75,74,43,69,75,61,68,63,75,57,74,73,69,65,68,72,76,65,64,57,76,75,75,76,15,10,15,14,8
Portillo,Getafe CF,"RM, LM",Spain,75,75,5500000,25000,30,Spain Primera Division,Right,Medium/Medium,Normal (170-),13700000,77,72,59,76,64,77,76,63,74,75,67,66,75,74,83,68,57,67,63,69,57,56,75,77,62,70,52,56,53,14,15,8,16,11
C. Biraghi,Fiorentina,"LM, LB",Italy,75,75,6000000,44000,27,Italian Serie A,Left,Medium/Medium,Normal (185+),11900000,80,58,65,76,46,75,68,60,76,75,74,76,71,79,72,79,69,76,66,72,74,75,68,69,64,70,75,73,70,12,6,14,10,7
A. Younes,Napoli,"LW, LM",Germany,75,75,6000000,54000,26,Italian Serie A,Right,Medium/Medium,Normal (170-),11900000,60,58,44,76,62,87,79,59,57,85,78,70,83,74,90,55,38,73,47,56,55,42,74,77,58,68,30,43,25,15,11,9,15,15
A. Touré,FC Nantes,"CDM, CM",France,75,78,6500000,22000,26,French Ligue 1,Right,Medium/Medium,Normal (185+),15600000,48,41,52,71,42,62,49,49,70,75,50,41,34,69,36,80,33,75,86,78,75,77,46,58,61,59,76,77,74,8,15,9,9,7
R. Khedira,FC Augsburg,"CDM, CB",Germany,75,78,6500000,23000,26,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),14100000,42,34,74,75,29,57,38,41,68,68,54,62,59,72,57,58,66,75,78,51,79,80,43,59,46,67,73,76,74,9,13,11,12,8
D. Kohr,Eintracht Frankfurt,"CDM, CM",Germany,75,77,6000000,23000,26,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),12400000,42,58,69,73,45,69,51,46,66,75,74,84,66,74,69,72,74,80,77,65,87,74,49,68,47,69,82,72,73,6,11,9,10,7
M. Lopez,Olympique de Marseille,CM,France,75,78,8000000,29000,22,French Ligue 1,Right,Medium/Medium,Lean (170-),16800000,75,66,62,80,65,78,75,73,75,75,73,68,83,75,93,63,67,72,38,71,75,68,69,76,68,73,66,66,59,7,14,13,11,6
N. Radoja,Levante Unión Deportiva,CM,Serbia,75,76,6500000,22000,27,Spain Primera Division,Right,Medium/Medium,Normal (185+),16300000,57,58,51,81,51,73,46,45,78,79,60,55,61,71,63,63,65,75,79,68,70,78,62,77,54,84,78,74,70,11,13,12,9,7
Fran Beltrán,RC Celta de Vigo,"CM, CDM, CAM",Spain,75,83,12500000,16000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-),23000000,72,53,60,79,55,79,54,55,77,76,66,65,77,75,77,61,58,70,64,60,68,76,63,77,49,66,78,77,76,14,11,8,13,9
Xeka,LOSC Lille,"CDM, CM",Portugal,75,80,7500000,27000,25,French Ligue 1,Right,Medium/Medium,Normal (185+),15800000,45,49,65,80,48,76,75,68,80,78,58,55,60,71,55,75,78,78,74,65,79,71,62,76,56,75,70,69,66,7,5,11,5,6
W. McKennie,Juventus,"CM, CDM, CB",United States,75,84,12500000,43000,21,Italian Serie A,Right,Medium/Medium,Normal (185+),18500000,57,59,82,76,49,75,56,55,69,76,67,82,67,78,69,73,92,83,83,67,82,74,75,75,58,68,73,76,73,7,9,12,9,11
U. Ra?i?,Valencia CF,CM,Serbia,75,86,12500000,26000,22,Spain Primera Division,Right,Medium/Medium,Stocky (185+),25300000,70,66,72,77,58,74,70,55,76,79,52,64,54,76,52,75,65,78,75,76,69,72,68,73,72,70,73,73,71,11,12,9,14,7
C. Gentner,1. FC Union Berlin,"CM, CDM, CAM",Germany,74,74,1900000,26000,34,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),4900000,68,69,79,76,73,69,70,55,74,73,34,33,50,71,48,80,61,69,77,76,75,75,74,75,64,78,70,77,76,15,11,16,7,8
L. Benito,FC Girondins de Bordeaux,"LB, LM, CB",Switzerland,74,74,3800000,26000,28,French Ligue 1,Left,Medium/Medium,Normal (185+),9100000,71,43,67,69,44,65,58,56,65,70,67,74,74,71,56,62,78,86,75,54,69,75,63,67,56,69,71,70,73,15,15,16,8,7
S. Ilsanker,Eintracht Frankfurt,"CB, CDM",Austria,74,74,2900000,22000,31,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),7100000,39,45,76,63,43,50,41,33,62,53,37,77,34,73,37,70,56,74,83,62,87,77,46,53,37,62,72,75,74,17,16,15,18,17
R. Inglese,Parma,ST,Italy,74,74,4300000,31000,28,Italian Serie A,Right,Medium/Medium,Normal (185+),10800000,39,78,90,65,70,68,68,36,35,73,43,58,50,70,51,78,79,57,79,68,40,19,78,42,72,71,30,13,12,14,11,10,13,7
Víctor Rodríguez,Elche CF,"LM, RM, CAM",Spain,74,74,4100000,18000,30,Spain Primera Division,Right,Medium/Medium,Normal (170-),12100000,70,70,40,73,50,74,69,80,66,75,79,75,81,69,80,75,31,67,64,76,52,33,72,74,81,59,47,47,44,12,11,15,11,9
K. Iheanacho,Leicester City,"ST, CF",Nigeria,74,80,6500000,56000,23,English Premier League,Left,Medium/Medium,Normal (185+),16800000,49,74,62,70,73,75,73,64,63,76,76,79,73,74,69,74,55,67,70,74,70,21,79,67,73,69,28,25,23,8,7,7,11,15
Bernardo,Brighton & Hove Albion,"LB, LWB",Brazil,74,77,5000000,39000,25,English Premier League,Left,Medium/Medium,Normal (185+),11900000,67,30,67,70,53,68,47,32,58,71,68,74,63,73,66,72,78,74,70,68,74,72,62,58,43,70,74,75,76,15,12,13,14,12
E. Ndicka,Eintracht Frankfurt,"CB, LB",France,74,84,8500000,16000,20,German 1. Bundesliga,Left,Medium/Medium,Normal (185+),16200000,65,35,78,70,28,69,63,30,69,72,69,78,55,74,54,64,72,69,78,49,69,73,64,61,33,68,75,75,73,13,8,7,8,8
S. Lammers,Atalanta,ST,Netherlands,74,81,8500000,39000,23,Italian Serie A,Left,Medium/Medium,Normal (185+),15200000,58,77,72,67,64,80,65,45,43,75,76,75,78,71,66,72,72,75,75,74,49,36,74,71,77,73,37,21,19,13,12,5,8,15
A. Maier,Hertha BSC,"CM, CDM",Germany,74,84,9500000,26000,21,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),17100000,64,54,40,80,39,75,49,44,75,78,67,66,67,75,72,65,56,75,75,60,54,70,66,75,38,74,75,74,65,14,10,10,8,7
Manu Vallejo,Valencia CF,"ST, CAM, LM",Spain,74,81,8500000,27000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-),18400000,67,78,69,71,64,77,70,73,56,74,77,73,78,71,90,78,67,70,65,72,41,25,72,69,76,62,41,39,41,7,14,8,11,10
C. Fuchs,Leicester City,LB,Austria,73,73,1100000,49000,34,English Premier League,Left,Medium/Medium,Normal (185+),2700000,82,57,73,77,72,66,82,77,75,76,43,52,61,75,59,81,73,54,70,75,74,76,64,67,68,72,74,76,75,14,12,15,16,13
H. Nordtveit,TSG Hoffenheim,"CB, CDM",Norway,73,73,2500000,24000,30,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),5400000,65,40,76,73,38,64,64,66,76,68,43,70,55,73,58,72,66,63,77,66,72,73,57,65,56,68,73,75,72,14,8,9,13,10
K. Mitroglou,Olympique de Marseille,ST,Greece,73,73,2500000,31000,32,French Ligue 1,Left,Medium/Medium,Normal (185+),6100000,60,76,79,66,74,67,70,69,59,72,47,54,42,72,32,82,74,60,86,72,75,10,77,68,62,74,13,18,10,12,7,10,8,16
S. Denswil,Bologna,"CB, LB",Netherlands,73,76,3500000,23000,27,Italian Serie A,Left,Medium/Medium,Normal (185+),8100000,44,46,76,73,43,63,68,72,70,68,38,47,59,70,56,76,54,65,77,64,76,72,41,66,60,77,73,77,75,11,14,6,9,9
S. Ajayi,West Bromwich Albion,"CB, CDM",Nigeria,73,76,3500000,52000,26,English Premier League,Right,Medium/Medium,Normal (185+),9100000,34,42,76,64,24,64,27,21,57,64,76,77,56,71,35,61,80,78,81,59,75,69,52,48,32,68,74,71,70,7,11,9,6,14
G. Carrillo,Southampton,ST,Argentina,73,73,3000000,44000,29,English Premier League,Right,Medium/Medium,Normal (185+),7600000,34,76,83,64,77,71,46,36,57,75,43,59,64,71,56,76,77,67,78,72,72,34,78,59,75,70,43,29,26,10,11,6,9,12
R. Tapia,RC Celta de Vigo,"CDM, CM",Peru,73,78,4200000,14000,24,Spain Primera Division,Right,Medium/Medium,Stocky (185+),10700000,60,46,66,70,63,74,65,54,74,73,68,62,66,68,73,78,76,75,80,60,81,69,62,66,61,66,67,75,76,16,14,7,15,8
M. Veljkovi?,SV Werder Bremen,"CB, CDM",Serbia,73,77,3900000,17000,24,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),8300000,43,23,76,70,30,52,31,24,71,67,55,62,55,74,64,45,83,67,76,31,67,74,37,44,37,73,72,75,74,15,7,15,11,11
P. Roberts,Manchester City,"RW, RM",England,73,81,7000000,71000,23,English Premier League,Left,Medium/Medium,Lean (170-),12300000,66,67,44,73,52,78,66,49,65,77,79,75,92,63,90,65,43,56,33,67,38,21,71,75,62,76,37,18,19,12,7,8,7,12
M. Vojvoda,Torino F.C.,"RB, CB",Kosovo,73,77,3900000,28000,25,Italian Serie A,Right,Medium/Medium,Normal (185+),8000000,73,39,62,69,47,71,62,58,67,69,71,69,68,71,61,69,65,75,70,58,70,70,62,65,35,68,70,73,72,8,12,10,10,8
T. Fosu-Mensah,Manchester United,"RB, CB",Netherlands,73,81,6500000,55000,22,English Premier League,Right,Medium/Medium,Normal (185+),11600000,64,57,69,72,55,63,60,34,63,67,76,85,73,65,62,69,64,68,78,60,80,70,61,61,48,67,70,73,74,11,8,8,7,11
K. Hause,Aston Villa,"CB, LB",England,72,78,3400000,29000,24,English Premier League,Left,Medium/Medium,Normal (185+),8000000,52,35,67,65,31,54,32,26,63,59,58,64,53,67,54,70,87,61,89,50,73,69,32,56,40,56,70,72,70,15,16,14,10,14
F. Barba,Benevento,"CB, LB",Italy,72,75,2700000,12000,26,Italian Serie A,Left,Medium/Medium,Normal (185+),6400000,66,21,73,62,32,58,40,29,56,63,68,69,66,68,49,47,63,62,74,31,72,72,27,50,35,66,74,74,72,7,11,12,13,8
R. Czichos,1. FC Köln,"CB, LB",Germany,72,72,1900000,18000,30,German 1. Bundesliga,Left,Medium/Medium,Normal (185+),4500000,56,42,69,66,33,59,52,57,67,67,51,52,60,65,56,65,73,67,80,51,72,73,43,47,36,69,72,75,72,8,7,14,11,9
Sergi Palencia,AS Saint-Étienne,RB,Spain,72,79,4500000,17000,24,French Ligue 1,Right,Medium/Medium,Normal (170-),8600000,72,51,57,70,34,71,58,44,59,69,77,75,73,68,71,68,57,75,67,59,82,68,65,44,45,71,70,72,67,9,14,6,11,11
W. Anton,VfB Stuttgart,"CDM, CB",Germany,72,79,4400000,14000,23,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),8000000,42,42,74,70,38,64,37,39,69,67,56,74,62,68,57,58,72,76,76,45,74,72,52,52,48,71,74,77,73,11,12,12,13,13
G. Pezzella,Parma,"LB, LM",Italy,72,80,5000000,17000,22,Italian Serie A,Left,Medium/Medium,Normal (185+),8200000,72,49,68,69,36,72,50,37,66,71,77,76,66,69,62,67,57,73,77,48,72,64,59,56,45,60,65,70,68,11,14,6,7,13
A. Nordin,AS Saint-Étienne,"LM, RM",France,72,80,5500000,19000,22,French Ligue 1,Left,Medium/Medium,Normal (170-),10100000,65,69,67,70,52,74,65,44,65,74,81,80,71,66,78,72,63,63,64,65,31,33,70,68,55,58,36,32,26,14,6,13,10,13
A. Fein,FC Bayern München,CDM,Germany,72,82,5000000,27000,21,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),8700000,57,56,65,75,48,71,59,48,74,75,59,55,67,69,68,60,65,78,77,59,64,66,57,69,47,71,63,72,68,10,8,12,12,6
Á. Szalai,1. FSV Mainz 05,ST,Hungary,71,71,1500000,18000,32,German 1. Bundesliga,Right,Medium/Medium,Stocky (185+),3400000,49,71,81,69,68,69,58,42,48,75,34,34,63,73,59,82,64,65,87,61,75,41,74,64,76,75,31,41,13,14,12,6,16,9
M. Zeegelaar,Udinese Calcio,"LM, LB",Netherlands,71,71,1800000,12000,29,Italian Serie A,Left,Medium/Medium,Normal (185+),4100000,75,56,60,69,58,74,68,52,59,76,63,72,63,73,53,76,61,72,74,64,71,74,74,67,53,68,73,75,74,12,15,12,11,10
Villalibre,Athletic Club de Bilbao,ST,Spain,71,78,3800000,14000,22,Spain Primera Division,Left,Medium/Medium,Stocky (170-185),7800000,34,72,74,60,67,63,60,36,45,68,70,74,72,64,66,81,79,67,91,57,67,31,71,52,73,74,41,32,30,13,15,15,12,14
Ji Dong Won,1. FSV Mainz 05,"CF, CAM, LM",Korea Republic,71,71,1900000,19000,29,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),4300000,54,69,78,65,64,75,67,62,54,73,66,68,69,73,66,75,78,68,73,68,69,49,73,72,66,72,39,40,20,10,11,14,13,16
F. Sørensen,1. FC Köln,"CB, RB",Denmark,71,73,1900000,16000,28,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),4500000,53,18,74,69,26,62,48,26,65,62,45,63,51,68,35,67,66,65,83,33,74,72,30,65,40,70,69,71,69,11,10,14,10,11
A. Cerri,Cagliari,ST,Italy,71,77,3000000,19000,24,Italian Serie A,Right,Medium/Medium,Normal (185+),6600000,40,75,75,65,68,68,64,34,45,73,50,60,57,60,63,75,70,63,92,68,42,13,70,57,64,68,51,34,30,6,13,8,10,14
Pedro Pereira,Crotone,"RB, RWB, RM",Portugal,71,81,4000000,7000,22,Italian Serie A,Right,Medium/Medium,Normal (185+),,70,35,60,69,37,69,50,35,64,71,74,71,76,70,74,44,72,69,57,34,60,66,68,63,48,71,69,73,67,10,6,9,11,12
R. Pierre-Gabriel,Stade Brestois 29,"RB, LB, CB",France,71,78,3600000,13000,22,French Ligue 1,Right,Medium/Medium,Stocky (170-185),,68,41,60,64,43,69,60,35,51,67,74,79,68,69,73,57,90,69,68,53,65,65,48,54,56,64,68,71,69,11,10,10,6,10
A. Tchouaméni,AS Monaco,CM,France,71,78,3700000,21000,20,French Ligue 1,Right,Medium/Medium,Normal (185+),6900000,47,49,67,74,46,72,47,45,71,74,63,71,67,70,60,67,73,73,73,48,73,73,68,70,47,72,69,73,68,9,8,12,12,7
Y. Benrahou,Nîmes Olympique,CAM,Morocco,71,80,4200000,11000,21,French Ligue 1,Left,Medium/Medium,Lean (170-),8100000,64,59,46,73,59,75,69,72,66,75,71,69,83,67,86,72,52,57,52,70,41,31,64,74,62,65,41,43,47,10,13,8,11,14
B. Gilmour,Chelsea,"CM, CAM",Scotland,71,86,4400000,25000,19,English Premier League,Right,Medium/Medium,Lean (170-),12600000,60,53,50,76,59,72,58,54,73,74,67,68,76,71,75,49,58,65,35,58,68,66,58,74,53,70,64,68,57,9,7,9,13,12
Nino,Elche CF,"ST, CF, CAM",Spain,70,70,,9000,40,Spain Primera Division,Right,Medium/Medium,Stocky (170-),,59,80,55,68,59,69,65,68,49,68,61,53,73,80,80,66,75,32,63,69,60,49,79,65,75,81,48,42,37,10,6,15,12,6
P. Faragò,Cagliari,"CM, RM, RB",Italy,70,70,1700000,17000,27,Italian Serie A,Right,Medium/Medium,Normal (185+),3200000,73,60,51,74,37,70,59,40,74,74,66,61,52,70,52,65,60,69,66,49,66,65,69,69,46,71,70,66,60,7,7,13,6,9
L. Mazzitelli,U.S. Sassuolo Calcio,"CM, CDM",Italy,70,75,2400000,15000,24,Italian Serie A,Right,Medium/Medium,Normal (185+),4100000,68,40,60,74,65,69,66,45,73,74,60,52,61,68,66,72,61,64,60,70,70,68,63,72,44,69,56,68,66,12,7,8,8,10
S. Mounié,Stade Brestois 29,ST,Benin,70,74,2200000,11000,25,French Ligue 1,Right,Medium/Medium,Normal (185+),4800000,60,70,80,64,68,63,52,41,59,69,58,64,54,66,54,76,82,63,81,62,77,42,69,61,66,66,35,35,40,14,15,6,12,15
J. Horn,1. FC Köln,"LB, CB, LM",Germany,70,78,3400000,12000,23,German 1. Bundesliga,Left,Medium/Medium,Normal (185+),4600000,67,29,54,67,36,63,53,35,44,66,77,84,66,67,62,45,69,65,69,32,66,64,46,44,49,50,66,73,66,5,15,6,12,10
C. Soukou,DSC Arminia Bielefeld,"RW, ST, LW",Benin,70,70,1700000,15000,27,German 1. Bundesliga,Right,Medium/Medium,Stocky (185+),3400000,65,68,64,66,60,72,66,55,60,71,78,79,73,66,72,73,66,79,78,65,52,23,66,67,54,64,34,35,27,11,9,7,12,5
F. Medina,Racing Club de Lens,"CB, LB",Argentina,70,81,3300000,13000,21,French Ligue 1,Left,Medium/Medium,Stocky (170-185),6200000,57,33,65,69,29,69,37,32,57,67,77,79,69,69,69,27,69,69,75,32,73,71,63,57,44,69,71,71,69,13,5,12,13,13
M. Friedl,SV Werder Bremen,"LB, CB",Austria,70,76,2400000,12000,22,German 1. Bundesliga,Left,Medium/Medium,Normal (185+),4200000,63,32,66,63,45,65,45,42,56,69,51,69,63,69,62,46,66,68,69,44,75,67,55,41,45,53,71,75,69,11,15,6,6,7
E. Demirovi?,Sport-Club Freiburg,ST,Bosnia and Herzegovina,70,81,3600000,13000,22,German 1. Bundesliga,Right,Medium/Medium,Stocky (185+),6200000,63,73,67,65,65,65,65,37,45,68,67,65,65,66,63,79,71,67,79,68,65,22,69,54,61,65,50,29,24,9,8,9,7,6
S. Córdova,DSC Arminia Bielefeld,ST,Venezuela,70,78,3600000,14000,22,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),,37,69,65,62,67,72,63,40,50,68,75,72,67,68,67,74,54,55,78,65,42,18,70,59,62,58,20,19,17,6,6,5,5,14
D. Vlahovi?,Fiorentina,ST,Serbia,70,81,3500000,21000,20,Italian Serie A,Left,Medium/Medium,Normal (185+),5900000,44,74,68,60,68,70,66,37,40,72,57,66,55,68,48,78,64,56,68,64,50,22,74,54,64,66,18,26,24,5,15,6,11,10
B. Behrendt,DSC Arminia Bielefeld,"CB, CDM",Germany,69,69,1200000,11000,28,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),1700000,43,34,68,66,34,33,36,42,71,51,55,68,59,66,60,84,74,62,78,71,76,69,42,49,54,62,67,69,72,9,7,15,14,15
Jorge Pombo,Cádiz CF,"ST, LM, CAM",Spain,69,72,1800000,14000,26,Spain Primera Division,Right,Medium/Medium,Stocky (170-185),3000000,66,68,61,69,64,72,66,69,67,70,69,69,65,64,82,75,66,82,85,70,76,52,70,71,67,74,58,58,57,12,13,8,8,10
P. Ghiglione,Genoa,"RM, RB",Italy,69,78,3100000,7000,23,Italian Serie A,Right,Medium/Medium,Normal (185+),3200000,75,50,58,65,50,70,49,40,56,70,73,74,64,69,59,60,41,60,67,42,60,67,71,64,59,64,63,68,68,7,13,7,7,14
M. Munetsi,Stade de Reims,"CDM, CM",Zimbabwe,69,75,2000000,9000,24,French Ligue 1,Right,Medium/Medium,Normal (185+),2900000,48,39,67,72,37,63,51,38,69,66,67,62,51,63,51,66,64,70,73,42,63,63,49,64,41,57,66,73,71,13,10,7,8,11
H. Al Ghaddioui,VfB Stuttgart,ST,Germany,69,69,1400000,13000,29,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),2000000,42,75,72,61,67,61,49,32,41,65,52,55,55,65,50,73,53,68,88,62,60,20,73,49,66,58,32,22,16,7,5,10,11,14
M. Bakker,Paris Saint-Germain,LB,Netherlands,69,80,2900000,19000,20,French Ligue 1,Left,Medium/Medium,Normal (185+),3300000,60,36,63,68,38,64,42,40,66,65,74,78,72,63,63,44,74,71,75,34,60,66,50,48,48,60,69,70,65,14,7,11,8,9
J. Beyer,Borussia Mönchengladbach,"RB, CB",Germany,69,83,3200000,10000,20,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),4900000,56,29,60,66,31,59,37,35,50,63,69,76,72,64,64,46,83,63,68,30,72,65,48,46,42,65,68,74,72,7,7,13,11,11
Klauss,TSG Hoffenheim,ST,Brazil,69,75,2200000,14000,23,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),2900000,58,66,74,65,62,68,46,57,61,67,61,67,58,71,43,71,58,69,84,63,48,17,71,60,70,65,28,26,22,11,5,7,7,13
Álex Sola,Real Sociedad,"LM, LB, RB",Spain,69,76,2800000,9000,21,Spain Primera Division,Right,Medium/Medium,Stocky (170-185),3500000,67,55,56,65,36,76,56,31,59,72,76,71,52,68,66,51,60,78,66,44,61,65,64,59,37,62,66,65,67,8,5,5,12,14
F. Sammaritano,Dijon FCO,LM,France,68,68,575000,6000,34,French Ligue 1,Right,Medium/Medium,Stocky (170-),900000,61,62,39,72,66,71,80,70,71,72,64,51,68,70,91,62,30,47,33,59,58,33,70,73,64,63,29,17,12,10,11,11,6,16
J. Delaplace,FC Lorient,"RB, CM",France,68,68,450000,11000,34,French Ligue 1,Right,Medium/Medium,Normal (170-),650000,63,47,38,69,54,62,62,64,66,68,57,54,72,73,79,56,86,82,63,57,71,70,60,66,53,68,69,68,66,9,7,12,8,9
J. Hergault,FC Lorient,RB,France,68,68,450000,11000,34,French Ligue 1,Right,Medium/Medium,Normal (185+),650000,68,40,52,66,28,68,69,48,63,67,49,60,71,64,64,50,40,87,73,50,59,69,56,68,42,63,62,67,66,13,10,9,11,13
M. Svanberg,Bologna,"CM, RM",Sweden,68,82,3000000,9000,21,Italian Serie A,Right,Medium/Medium,Normal (185+),4600000,68,64,32,72,53,73,66,63,68,76,76,77,76,63,67,71,63,68,66,70,65,60,58,70,57,67,50,55,52,7,6,13,8,12
K. Davis,Aston Villa,ST,England,68,77,2700000,19000,22,English Premier League,Left,Medium/Medium,Normal (185+),2900000,47,67,71,61,63,65,49,37,40,70,63,68,64,65,66,69,68,63,79,57,68,44,69,58,55,59,44,34,23,7,14,9,9,5
D. O'Shea,West Bromwich Albion,"RB, CB",Republic of Ireland,68,78,2600000,18000,21,English Premier League,Right,Medium/Medium,Normal (185+),2900000,54,30,66,62,30,49,37,28,56,59,64,66,55,64,61,48,75,72,75,22,63,69,34,42,45,59,69,70,67,13,8,7,7,10
L. Balerdi,Olympique de Marseille,"CB, CDM",Argentina,68,81,2800000,12000,21,French Ligue 1,Right,Medium/Medium,Normal (185+),,36,26,64,68,29,53,35,30,62,64,68,75,66,67,58,45,73,64,74,20,59,67,33,43,40,62,69,70,66,6,8,15,15,14
G. Reyna,Borussia Dortmund,"LM, CAM",United States,68,87,3000000,2000,17,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),4200000,54,59,42,73,59,77,74,64,50,75,78,76,84,61,80,62,60,53,54,58,43,31,56,65,50,59,30,23,24,10,13,14,12,7
S. Gassama,Real Valladolid CF,ST,Senegal,68,73,1800000,8000,25,Spain Primera Division,Left,Medium/Medium,Stocky (185+),2600000,38,72,78,56,65,63,40,35,35,62,62,64,59,65,46,68,72,69,83,63,58,26,69,53,72,51,30,26,23,14,7,14,13,11
J. Rodwell,Sheffield United,"CB, CDM, CM",England,67,67,850000,11000,29,English Premier League,Right,Medium/Medium,Normal (185+),1200000,67,56,71,70,64,64,66,47,67,71,50,53,65,58,62,72,72,46,71,65,68,66,67,70,57,69,64,69,63,9,10,15,11,12
J. Onomah,Fulham,"CM, CAM, LM",England,67,76,2300000,24000,23,English Premier League,Right,Medium/Medium,Normal (185+),2500000,53,67,51,72,54,72,57,51,63,73,68,73,71,71,74,63,57,68,68,59,49,49,66,67,44,63,56,59,46,6,13,12,9,10
R. Harper,West Bromwich Albion,"CM, CDM",England,67,79,2400000,18000,20,English Premier League,Right,Medium/Medium,Normal (185+),2900000,56,42,60,71,50,67,42,44,69,69,69,67,68,68,75,69,71,76,71,60,71,55,64,70,56,76,64,60,59,13,10,11,13,13
V. Gyökeres,Brighton & Hove Albion,"LM, ST, RM",Sweden,67,78,2300000,15000,22,English Premier League,Right,Medium/Medium,Normal (185+),2700000,61,67,58,67,58,71,64,33,52,67,64,73,67,65,64,65,58,69,71,62,43,18,66,58,49,60,25,17,16,10,13,11,14,8
E. Le Fée,FC Lorient,"CAM, CM, CDM",France,67,82,2500000,7000,20,French Ligue 1,Right,Medium/Medium,Lean (170-),4500000,62,48,44,74,45,71,68,68,71,73,63,66,69,58,89,56,62,59,34,48,50,57,64,72,54,70,47,58,53,8,11,14,13,10
M. James,Leicester City,"CM, CDM",England,66,66,850000,20000,28,English Premier League,Right,Medium/Medium,Stocky (170-185),1200000,69,59,63,70,44,66,65,57,68,69,54,50,58,65,64,69,69,52,64,58,69,64,62,69,52,69,69,65,64,7,10,15,8,14
Josema,Elche CF,"CB, LB",Spain,66,73,1600000,5000,24,Spain Primera Division,Left,Medium/Medium,Stocky (170-185),2000000,38,23,65,61,34,38,39,35,28,56,59,61,34,62,59,49,84,50,71,25,62,64,31,38,48,56,66,68,67,11,7,14,7,7
